"Gene","ProbeId","EntrezId"
"RRP9",3460634,9136
"TXNDC9",4290521,10190
"BTN2A2",70458,10385
"TRIM66",3840110,9866
"NFATC2IP",6520201,84901
"FAM133B",620100,257415
"LOC23117",1780086,23117
"HS.26579",2640577,NA
"MARLIN1",3180128,152789
"LOC642903",2970487,642903
"BST1",6270681,683
"SEPT4",3420639,5414
"LOC100128994",650411,100128994
"MXRA5",4490020,25878
"HS.16360",6290273,NA
"NENF",3120139,29937
"PCDHB10",4730286,56126
"GUSB",3610553,2990
"LOC440015",7100246,440015
"RFNG",2070376,5986
"LOC652227",5270176,652227
"HS.542937",3310519,NA
"LOC644029",580088,644029
"LSS",4780176,4047
"RHBDL3",3370725,162494
"PDLIM5",3930767,10611
"SNX33",5670390,257364
"CIDEA",2140278,1149
"ZNF706",4900632,51123
"ITGB3",1470685,3690
"NUDT1",270259,4521
"ST5",2100053,6764
"AMPD3",990576,272
"CLCN5",5090746,1184
"DDX41",4570433,51428
"C17ORF39",780070,79018
"ZNF792",2650102,126375
"C9ORF3",160307,84909
"DVL1",1660093,1855
"DDI2",6100593,84301
"PPARG",830019,5468
"TMEM183B",5720364,653659
"COL9A1",6940114,1297
"KLF5",2230026,688
"ZNF226",830184,7769
"GIMAP4",4880626,55303
"LOC100130000",2000360,100130000
"ACSL5",7040286,51703
"LOC653645",6900484,653645
"VHL",6650543,7428
"WNT3",4070615,7473
"HBA2",6620170,3040
"MACF1",6370739,23499
"HARBI1",4880300,283254
"SURF1",3710324,6834
"ARHGAP28",510575,79822
"CYCSL1",6040670,157317
"DDX49",450309,54555
"HS.563138",7610445,NA
"VEGFA",2900593,7422
"SLAIN1",150019,122060
"SULT1C2",6900075,6819
"SLC35F5",3290682,80255
"MRPL54",3710039,116541
"DHRS9",4490079,10170
"HS.340945",20348,NA
"NFKBID",3120500,84807
"ACAA1",3520753,30
"LOC729269",6960468,729269
"C20ORF24",4560554,55969
"LOC646145",5130170,646145
"NDUFA3",50240,4696
"FAM89A",4040242,375061
"CREB1",4480102,1385
"LRRCC1",1500681,85444
"AQP7P2",270647,389756
"CDC2L6",3930452,23097
"CANX",5860477,821
"LIME1",6420450,54923
"B4GALNT3",3850022,283358
"PPP2CA",1740240,5515
"TP53TG1",1510367,11257
"PTP4A1",6180414,7803
"RASSF7",4390273,8045
"CSMD1",7330102,64478
"PFKFB3",4120053,5209
"HS.565857",430246,NA
"TRMU",3420097,55687
"MAGI3",770451,260425
"CKLF",5080367,51192
"HS.511718",3990435,NA
"ECE2",630674,9718
"MSL3",4540561,10943
"NRXN1",1980221,9378
"LOC728111",1070431,728111
"EXTL2",2630215,2135
"SLC47A1",2970209,55244
"HMBS",7320021,3145
"MSRA",6220722,4482
"FXYD2",6550044,486
"LOC81691",3060703,81691
"SLC37A4",5130577,2542
"LARGE",4570242,9215
"JMJD1C",2490687,221037
"CDC20",1500010,991
"TBC1D22B",7400070,55633
"LOC441763",5870678,441763
"UGT1A7",1340408,54577
"POLR1C",5700167,9533
"CMIP",360626,80790
"LOC653930",6350520,653930
"LOC100134000",3400239,100134000
"CYTSB",2710692,92521
"PARL",5270347,55486
"LOC649150",4060446,649150
"LOC650517",1470441,650517
"POU2F3",2070661,25833
"RBP1",6650731,5947
"MIER3",6100092,166968
"PINX1",1240452,54984
"HECTD1",7320066,25831
"HNRNPK",1230465,3190
"SLC48A1",2470021,55652
"NBPF14",360482,25832
"DPP8",1500446,54878
"FAM57A",5910600,79850
"B4GALT2",510379,8704
"VPRBP",3440725,9730
"CIAPIN1",5670523,57019
"SLC10A2",1980040,6555
"ZNF706",150139,51123
"BRD7P3",360551,23629
"FAM55D",3140706,54827
"TP53AIP1",3710543,63970
"PVRL1",3840102,5818
"LOC441013",2370114,441013
"CTSL1",4260386,1514
"STX19",5890100,415117
"LOC651524",3170241,651524
"IFITM3",6650242,10410
"LOC730246",1580746,730246
"LOC100128326",5570465,100128326
"AXIN1",5550398,8312
"LOC148430",2480041,148430
"ZC3HAV1L",670148,92092
"ADCY5",1030187,111
"C17ORF97",4640161,400566
"KAT5",6130521,10524
"ACCS",3390379,84680
"HERC2P2",7510433,400322
"HS.576153",6290746,NA
"ATF2",2100735,1386
"HS.526484",7150543,NA
"LOC100132510",5570553,100132510
"FSD1L",770646,83856
"LOC255649",6130110,255649
"HS.318976",1710470,NA
"PLA2G12A",3310541,81579
"PTP4A2",7560242,8073
"ECGF1",2350504,1890
"TAF8",2370615,129685
"TIMP2",5420743,7077
"LOC651353",2850477,651353
"LOC100134420",130601,100134420
"ATP13A1",2060193,57130
"RAB12",4670681,201475
"FGFRL1",4480220,53834
"LOC100133591",6980326,100133591
"MIR1267",7650392,100302286
"CWC15",7510204,51503
"FAM116B",6520241,414918
"CENPM",3930324,79019
"HS.515779",5420288,NA
"FAM96B",6510487,51647
"BTBD1",4480008,53339
"CDYL2",4830487,124359
"UBE2H",6020736,7328
"FBXO42",6100551,54455
"CCDC50",3710722,152137
"FAP",5090626,2191
"HS.551538",5560544,NA
"WDR73",4210332,84942
"HS.544692",2480408,NA
"SENP3",870709,26168
"PURG",5810482,29942
"APIP",7380010,51074
"BLCAP",2690524,10904
"HS.340072",7100402,NA
"LOC646993",3870373,646993
"NDP",2320598,4693
"ARRDC2",4730110,27106
"VCX3A",7570538,51481
"LOC644001",6860376,644001
"TRIM62",6900553,55223
"LAPTM4A",7050494,9741
"HS.538221",5690161,NA
"MFSD5",6900600,84975
"LOC642503",3140482,642503
"LOC100130750",4010541,100130750
"PHF20L1",3460168,51105
"LOC440354",3610612,440354
"AGTR1",160682,185
"OTUD6B",5550537,51633
"C11ORF80",5690463,79703
"ZNF716",5900176,441234
"RACGAP1",3990121,29127
"LOC390547",5260446,390547
"DPH5",3890066,51611
"B4GALT7",520332,11285
"ALDH4A1",1470427,8659
"BCAT2",6560497,587
"LINGO1",1660121,84894
"TEX10",6770044,54881
"CXXC1",3400088,30827
"USP14",2490382,9097
"PPP2R2B",4640474,5521
"IRAK1",4040564,3654
"LOC647827",7560484,647827
"LOC729120",2260161,729120
"METRNL",4150689,284207
"ADRA2B",3390286,151
"USP22",1070433,23326
"FAM169A",2070358,26049
"THSD1P",6860349,374500
"C1ORF131",4760692,128061
"C3ORF33",5560537,285315
"LOC389517",6480626,389517
"C3ORF32",7050598,51066
"SVIL",3140603,6840
"LOC647210",7330059,647210
"LATS2",3450192,26524
"LOC644591",3140300,644591
"LOC644302",4230148,644302
"COL4A3BP",2630053,10087
"LOC441066",5820594,441066
"HS.540472",2000408,NA
"C1ORF210",3420435,149466
"SNRPN",2480291,6638
"MYH14",5490255,79784
"LOC649136",2120546,649136
"C16ORF53",2340059,79447
"RPL7L1",6420010,285855
"MSH2",6290605,4436
"LOC401127",6220537,401127
"LOC647784",2030273,647784
"C8ORF41",4590646,80185
"OPLAH",5050537,26873
"XPOT",4050735,11260
"RHOT1",6900528,55288
"CAPN2",70646,824
"KRI1",1660168,65095
"UBA7",2850202,7318
"LOC440900",6280129,440900
"CBX2",6590278,84733
"SNRPN",1740273,6638
"SRD5A3",6590632,79644
"DHDH",6770630,27294
"SYCN",840379,342898
"HYDIN",5050630,54768
"CPNE8",580592,144402
"LOC440349",4590097,440349
"SNX14",4260504,57231
"C1ORF135",150129,79000
"LOC729392",3400348,729392
"LOC643300",4850059,643300
"SNTB2",1240750,6645
"LOC441177",730546,441177
"MPPE1",3780487,65258
"CTAG1B",4480209,1485
"GBA",580048,2629
"LOC653171",60341,653171
"SMAD6",580711,4091
"HS.575162",5550192,NA
"TNFSF12",1090747,8742
"LOC100128975",650162,100128975
"LOC645620",2340379,645620
"LOC649260",770348,649260
"LOC391169",2940309,391169
"LOC642856",2450386,642856
"MTERFD1",5050037,51001
"ZNF385C",520121,201181
"HS.544047",5260445,NA
"LOC728368",460170,728368
"HS.121380",270102,NA
"TTTY14",2030592,83869
"GTSF1",6290554,121355
"ETV6",240064,2120
"RPS6KA2",5360424,6196
"LOC653189",2320112,653189
"T-SP1",3850463,203074
"HS.571181",4540731,NA
"TRPV4",4760594,59341
"ADAT1",1710204,23536
"LOC728060",5270538,728060
"IGF2BP2",7040709,10644
"SLC5A9",4670056,200010
"KDM5B",5870482,10765
"HSPA4",2140711,3308
"C14ORF115",1050088,55237
"TDRKH",2900142,11022
"TSC22D3",6350632,1831
"FBXO34",2350754,55030
"HS.127398",3850253,NA
"FBXO11",2100427,80204
"AZGP1",7200324,563
"LOC653352",290301,653352
"KRTAP3-2",6580215,83897
"LOC389000",3830369,389000
"TSC22D1",380689,8848
"HS.127509",2690687,NA
"RABGGTB",2600538,5876
"IKBIP",3170605,121457
"TTC32",5670114,130502
"ZNF438",3440360,220929
"LOC642590",5690291,642590
"HS.571741",6060402,NA
"ZNF658B",240408,401509
"LOC651745",5270685,651745
"CICE",240437,152302
"LOC727899",460088,727899
"LOC728148",3780576,728148
"SYMPK",110349,8189
"RIF1",2320008,55183
"HS.550254",6450544,NA
"EIF3E",2510019,3646
"JMJD6",4060477,23210
"AVEN",3800634,57099
"DGCR6",6900253,8214
"C9ORF40",4810139,55071
"EXT2",6620682,2132
"OR4C45",3710709,403257
"CCDC88B",4860711,283234
"BRMS1",4810129,25855
"ZNF431",4220541,170959
"ARVCF",5810301,421
"EFHC1",6560482,114327
"LOC100132797",990053,100132797
"LOC100128007",6180025,100128007
"HERC4",520753,26091
"MTG1",3420088,92170
"AHCTF1",1230196,25909
"SNUPN",2340040,10073
"RNF5",2690603,6048
"C1ORF212",7040411,113444
"PDE2A",6900543,5138
"MSH5",3930414,4439
"LOC401914",6290167,401914
"TRADD",2650706,8717
"HS.580655",6860703,NA
"TRIM61",4050259,391712
"APLP2",3450577,334
"ZNF525",6860450,170958
"FYTTD1",3180465,84248
"NDRG3",7200762,57446
"MNS1",1090338,55329
"CNPY4",2570014,245812
"ZXDC",5080121,79364
"SEMA6B",160368,10501
"HS.436654",1410338,NA
"RNASEL",1820682,6041
"FBXO22OS",4280128,692224
"PHLDA1",5900725,22822
"CDCA4",7610494,55038
"HS.369017",3940678,NA
"C18ORF51",6660427,125704
"CUL7",2030541,9820
"LOC100132324",1300358,100132324
"TMEM64",6270600,169200
"LOC93349",6660750,93349
"LOC646144",730184,646144
"CT47A1",5310128,728096
"ASTN2",10703,23245
"TBC1D10C",5050603,374403
"LOC646214",4120044,646214
"TRNT1",460477,51095
"TIRAP",3180224,114609
"ANXA13",6450725,312
"ZNF434",2190687,54925
"LOC642653",6290687,642653
"HS.157621",5490630,NA
"LOC642398",630273,642398
"PANK1",6620133,53354
"PHKA1",4590050,5255
"HIST1H2BH",1690392,8345
"FAM62C",610634,83850
"LTK",1440386,4058
"YWHAZ",4180343,7534
"RNPS1",2630022,10921
"LOC729692",6660575,729692
"PC",5890435,5091
"FAM21B",4200598,55747
"ATP8B1",6040240,5205
"TMEM61",670707,199964
"IL13RA1",1260341,3597
"COL4A1",5910431,1282
"NRAS",6020280,4893
"LOC440910",3370286,440910
"RBM18",5910195,92400
"CDCA7",2070520,83879
"DNAJB14",1030411,79982
"MAGEA6",4640414,4105
"CEPT1",6350474,10390
"PSMB7",1780543,5695
"FAM72B",1690437,653820
"LOC649952",4120564,649952
"LOC100130008",1240463,100130008
"HS.552336",7570612,NA
"RNASEH2C",5690523,84153
"HS.512285",4860041,NA
"LOC347544",2570286,347544
"EXOSC4",7560253,54512
"CPB2",450187,1361
"NTM",1440376,50863
"INDO",380259,3620
"LOC642082",7040239,642082
"LOC100127975",3310349,100127975
"LOC652747",4640170,652747
"MYO9A",1690288,4649
"HS.564680",2120576,NA
"MTIF3",6560181,219402
"OSR1",3940500,130497
"TRAF6",3370523,7189
"LOC729841",3290390,729841
"ITM2C",2650762,81618
"LOC550631",2810477,550631
"IFNGR2",2570291,3460
"CHODL",460544,140578
"SNAPC5",7610326,10302
"LOC645899",2360139,645899
"MAGEA9B",1340131,728269
"HS.564859",450370,NA
"LOC653337",10291,653337
"LOC644315",3710603,644315
"PITPNA",6590243,5306
"GSTA1",5260176,2938
"PCMTD1",3290187,115294
"NOLC1",5960132,9221
"DSE",3360193,29940
"BSDC1",3370450,55108
"LARP7",5700739,51574
"LOC731396",4880601,731396
"SYPL1",3120519,6856
"PART1",4050110,25859
"C3ORF1",6220685,51300
"LOC642313",5820706,642313
"LOC641825",6620576,641825
"CNOT6L",10338,246175
"CPNE1",4250020,8904
"LOC399988",4850136,399988
"CPAMD8",4900551,27151
"LOC390811",6590403,390811
"DCUN1D5",3440487,84259
"NOL8",4120722,55035
"NTF4",2570189,4909
"FLJ40448",6760463,339059
"LOC727826",7100523,727826
"HS.249972",2650725,NA
"DLK2",3120097,65989
"ZNF548",2810100,147694
"CLDN15",3780291,24146
"THUMPD1",6480600,55623
"C22ORF26",5420093,55267
"NPY5R",160154,4889
"ZNF697",4200673,90874
"TAF13",4150553,6884
"HS.442696",780682,NA
"CTNND1",4200019,1500
"GEMIN5",6110484,25929
"TMEM117",290360,84216
"HS.7023",1980538,NA
"CSTF2T",2630400,23283
"DHX36",240646,170506
"RARA",7550520,5914
"PSMD9",2140189,5715
"RASL12",4480731,51285
"S100PBP",3170189,64766
"IQCB1",4490403,9657
"LOC729769",4810725,729769
"TBC1D8",620619,11138
"PRMT1",3460669,3276
"MID1IP1",6580121,58526
"DGKD",4120491,8527
"GPR89C",6040072,728932
"RNU86",3400368,116936
"AGR2",1340021,10551
"LOC137107",1780338,137107
"HIPK3",3060730,10114
"HS.546089",1500332,NA
"RPS17",1580187,6218
"CUL4B",1300220,8450
"ZNF32",5900612,7580
"OSBPL5",2450246,114879
"LOC343184",650377,343184
"LOC643284",4570437,643284
"C19ORF38",870133,255809
"SCUBE3",240070,222663
"HS.402146",2510445,NA
"HS.537150",5870519,NA
"TRNAU1AP",2060180,54952
"LOC642017",20736,642017
"PDE7B",1240068,27115
"OSBPL7",2000187,114881
"PHACTR2",6980113,9749
"NDUFS5",6980398,4725
"CCL25",1110075,6370
"LOC727984",7320722,727984
"PKHD1",1010689,5314
"PLEKHO2",3990546,80301
"MAFG",6290328,4097
"ADSL",5870228,158
"FLJ26850",7000711,400710
"TRAPPC2L",1450082,51693
"FIGNL2",5910332,401720
"TSPYL2",2690376,64061
"RPL7",2680082,6129
"RFC3",1780463,5983
"HYAL1",5360014,3373
"ZC3HAV1",4540382,56829
"LOC646100",2640767,646100
"LOC644735",3930554,644735
"RHOJ",6100450,57381
"TM2D1",870458,83941
"PPP1R11",620376,6992
"ARHGAP21",1260543,57584
"DHRS3",7040670,9249
"LOC649389",1070326,649389
"CUX1",7000343,1523
"TNIP3",4830471,79931
"DPYSL5",3520332,56896
"AAA1",2750273,404744
"FAM7A3",3400767,89837
"UTX",2710731,7403
"ANKZF1",5050364,55139
"HS.561885",6370465,NA
"IL1F7",1570070,27178
"LRRC32",1400592,2615
"FOLR1",3840709,2348
"FAM66E",290072,441342
"FAM3D",6100537,131177
"USP34",3780138,9736
"LOC653590",5910255,653590
"ZNF366",7330114,167465
"TNFAIP3",3360681,7128
"AFAP1",3130458,60312
"LRRC17",4480035,10234
"WDR51B",7160609,282809
"ZNF827",1300500,152485
"TCEB3CL2",2940736,653420
"LOC729362",5550678,729362
"LOC388344",7400047,388344
"LOC643811",4590343,643811
"ART1",3710114,417
"SPATA6",3450193,54558
"MEST",4290626,4232
"POLD1",290731,5424
"EIF3M",940398,10480
"C17ORF58",650168,284018
"LOC649095",6480246,649095
"WDYHV1",5290187,55093
"SNED1",580661,25992
"SEPT5",6960022,5413
"ERAP1",3930161,51752
"LIPA",5360148,3988
"CHCHD6",450072,84303
"ZCCHC6",1230746,79670
"C6ORF62",5860754,81688
"LOC339788",3830561,339788
"CSF3R",1400746,1441
"ARMCX3",6180725,51566
"LOC729404",7320095,729404
"HS.551340",2060176,NA
"FBXO3",7100594,26273
"F12",3610735,2161
"RBM10",6220474,8241
"CBLN3",6620291,643866
"C21ORF34",70368,388815
"RNF141",4220372,50862
"DSE",7210170,29940
"MLLT10",6510600,8028
"WDR42A",7330326,50717
"ARF4",1430136,378
"HS.564439",4230241,NA
"KIAA1522",1570064,57648
"SLC25A20",1430286,788
"SRC",5420592,6714
"PLXNA3",4150132,55558
"CKS1B",4210088,1163
"POLR1E",4040504,64425
"STXBP1",6100112,6812
"DCTPP1",7650435,79077
"NOL3",70463,8996
"TMSB15A",1740291,11013
"IPO13",2510494,9670
"CA11",5220482,770
"HS.441614",3840524,NA
"BSG",20673,682
"PIM3",4480437,415116
"LOC647089",4890414,647089
"MLL5",2650593,55904
"ZNF266",5820670,10781
"HS.583888",1850537,NA
"MKRN1",1980113,23608
"FGFR1",6450471,2260
"FAM173B",7320368,134145
"LOC654032",4120451,654032
"PPIAL4C",1300446,653598
"HS.551438",50438,NA
"MYO1B",5720598,4430
"MRPL43",6940521,84545
"LOC401358",5390133,401358
"LOC643147",3800128,643147
"TOP2B",3890255,7155
"REEP4",450196,80346
"SRGN",7550484,5552
"SUGT1",2480296,10910
"PID1",1410114,55022
"SLC1A1",2260020,6505
"ZNF562",5720100,54811
"LOC644153",4480154,644153
"COQ10A",2630008,93058
"ZNF436",1660605,80818
"LOC100101266",940017,100101266
"CDKN2B",620487,1030
"GTF2IRD1",4200577,9569
"BTBD8",3190136,284697
"HS.354827",2750373,NA
"SLC5A12",4850148,159963
"C21ORF63",3310307,59271
"IL6ST",3830048,3572
"HIST2H2AC",6100022,8338
"NPC1",7570358,4864
"UBL7",1240307,84993
"GRIK2",1030240,2898
"LOC651453",4900402,651453
"ATP5F1",4060326,515
"OR14C36",2940253,127066
"LOC647855",730187,647855
"LOC100134436",2060504,100134436
"LOC649859",460367,649859
"KLHDC10",2340348,23008
"GSTK1",5900692,373156
"LOC730012",450717,730012
"ATP13A2",7100326,23400
"LOC100130446",5220047,100130446
"EED",5700743,8726
"C19ORF60",6760414,55049
"POLD3",7200463,10714
"TM2D3",3890220,80213
"LOC644277",2470022,644277
"DYNLRB1",130603,83658
"HNRNPM",2360669,4670
"LOC392781",6370121,392781
"BMP7",3170100,655
"SYN1",1230240,6853
"CORO2A",7320634,7464
"SUV39H1",20195,6839
"GCLC",4730670,2729
"HS.200085",4670332,NA
"LOC653392",2810593,653392
"SASH1",6220673,23328
"ACPL2",5720537,92370
"LOC100129578",2510273,100129578
"HS.541315",1850187,NA
"PPM1D",5690554,8493
"HS.574587",160609,NA
"C9ORF169",6450162,375791
"CHIT1",3360242,1118
"ARHGAP11A",4180537,9824
"SUDS3",6350594,64426
"UBQLN1",4230484,29979
"CDAN1",510386,146059
"NANP",6980097,140838
"SULT1A3",3120142,6818
"ANK3",2630600,288
"SEC14L2",4890341,23541
"PPM1A",6520390,5494
"LOC389404",5290035,389404
"ETS1",240333,2113
"PGA3",4280164,643834
"LOC645636",6220431,645636
"LOC645785",7550228,645785
"EXOC4",2350215,60412
"RACGAP1",2190010,29127
"HCP5",780600,10866
"BTN3A2",4610674,11118
"LDB3",3190278,11155
"RANBP3",5570091,8498
"TCP11L2",6370458,255394
"SLC25A3",4250204,5250
"HS.539427",6350338,NA
"LOC653663",6420494,653663
"LOC606724",3420053,606724
"HS.127148",4560392,NA
"LOC285550",730608,285550
"EXO1",1770646,9156
"CCDC130",3830538,81576
"MYH9",6620136,4627
"SNORD38B",5360341,94163
"TAF6",4570326,6878
"ASCC1",830528,51008
"AKT3",5490246,10000
"RPF2",2350368,84154
"LOC652330",2320364,652330
"HS.553068",1470450,NA
"HS.505398",5910730,NA
"SLC35E1",990603,79939
"LOC131185",460097,131185
"HSD11B2",840176,3291
"ERICH1",650692,157697
"LOC728758",730475,728758
"ANAPC13",6250382,25847
"KCNE1L",2260468,23630
"LOC222967",2470435,222967
"SEMA6D",870309,80031
"LRFN5",520673,145581
"PHKG2",3310358,5261
"ASPN",4050431,54829
"PRIC285",5960343,85441
"SIK3",4230035,23387
"LOC643531",3840598,643531
"HS.212476",150408,NA
"ABO",1240575,28
"HS.120938",7000471,NA
"ARHGEF1",2490672,9138
"LOC653272",3870017,653272
"MPZL1",7000431,9019
"GRRP1",1710270,79927
"HS.545597",2750370,NA
"ANXA2",770730,302
"COPS4",4290400,51138
"CCDC93",730343,54520
"KLHDC7A",6060097,127707
"MAPBPIP",2230187,28956
"LOC283155",4640128,283155
"NEURL",110458,9148
"STK38L",2760653,23012
"LOC100130904",3460048,100130904
"H2AFJ",2570561,55766
"LOC653206",6130377,653206
"EMP3",3800452,2014
"CD3E",1780600,916
"CLIP2",730523,7461
"LOC650029",510132,650029
"HS.545671",1050692,NA
"LOC652481",4050270,652481
"LOC387753",6580368,387753
"LOC644860",7050017,644860
"ANKRD34A",1090142,284615
"LOC100129118",1690021,100129118
"BDNFOS",4760064,497258
"PBXIP1",6650605,57326
"NFATC3",10474,4775
"HS.541639",7100746,NA
"BAT3",5340382,7917
"GRSF1",1230358,2926
"IQSEC2",4120056,23096
"DKK3",5390451,27122
"LOC646766",2340326,646766
"CCHCR1",7210743,54535
"RHOBTB1",360343,9886
"HSPBAP1",6420142,79663
"DKFZP564J102",6200176,25854
"LOC643339",3130142,643339
"SNX21",4640634,90203
"ACSM3",6580735,6296
"HSD11B1L",4480019,374875
"HS.571831",290059,NA
"CCDC74A",3290577,90557
"LOC344328",2260091,344328
"HERC2P2",4860661,400322
"HS.565248",10162,NA
"LOC647691",4920768,647691
"LOC100128191",2810113,100128191
"FLJ45684",1340286,400666
"LOC647135",4850228,647135
"HS.570442",430338,NA
"HS.544465",2030369,NA
"HS.154336",7040731,NA
"CFP",6580750,5199
"KLHDC4",4180176,54758
"SEZ6L2",4280687,26470
"LOC647328",4810364,647328
"CENPE",6100564,1062
"C16ORF35",2640528,8131
"FAM25C",4390551,644054
"CTPS2",2000064,56474
"WDR48",2650110,57599
"DCAF15",2750722,90379
"ZNF184",2360176,7738
"C14ORF156",5290025,81892
"KIAA1370",4180142,56204
"S100P",1510424,6286
"TUBGCP5",430315,114791
"ZNF483",4040615,158399
"LOC100130663",4250608,100130663
"CHAD",4890167,1101
"LOC642782",6020390,642782
"ITGA3",1430196,3675
"SLC45A2",4780021,51151
"NAP1L5",6860400,266812
"PER1",6840743,5187
"DARS2",5910097,55157
"FAM151A",3610600,338094
"FNTA",5810274,2339
"POU2F3",2640093,25833
"PGRMC2",1690326,10424
"SNORA76",4230477,677842
"LOC728908",4230487,728908
"CCDC117",990110,150275
"PTBP2",7150154,58155
"TOP2A",3990619,7153
"C10ORF85",6770291,404216
"LOC642869",5900475,642869
"SOCS5",4880750,9655
"GPR89B",4570600,51463
"HS.104091",1300632,NA
"HS.292419",2940220,NA
"E4F1",3390068,1877
"GNPDA1",2600059,10007
"CASP7",5290465,840
"ALPP",2600133,250
"TMEM176A",5720682,55365
"HS.453381",6980445,NA
"SNORA42",6960438,677823
"SLC26A3",2570672,1811
"EED",5490253,8726
"LOC100129878",5670689,100129878
"REPS2",540392,9185
"IRX4",7000167,50805
"MYBBP1A",6250072,10514
"PPP1CA",4210414,5499
"LOC647450",4220110,647450
"GRAMD3",4890451,65983
"SFXN2",5720553,118980
"DEFA6",1770497,1671
"CUL2",2000193,8453
"MSRB3",4290088,253827
"RREB1",5220397,6239
"SFRS12",5900731,140890
"TMEM25",5820008,84866
"FAM91A1",4920730,157769
"RPS27",6650564,6232
"ALDH1A3",2360551,220
"UGDH",4780050,7358
"HS.353831",5570709,NA
"LOC441481",3840474,441481
"DIRAS3",150114,9077
"DHX57",990139,90957
"CRISP3",4180286,10321
"FLJ36131",3290537,338999
"TEPP",7610731,374739
"TICAM1",3360291,148022
"ERBB3",4560288,2065
"LOC730964",4730121,730964
"LOC100132703",3450441,100132703
"MGC87895",780576,644068
"OR1L4",5570274,254973
"LOC85391",6580762,85391
"TCEAL4",3890719,79921
"LOC100129650",2850142,100129650
"TCERG1",4490600,10915
"ARHGEF7",2320445,8874
"GPR153",1300110,387509
"LOC100131737",7380053,100131737
"LOC729799",1400671,729799
"AGXT",270709,189
"CCT4",6290014,10575
"CLIP3",650689,25999
"PSPC1",5690563,55269
"LOC390858",3450465,390858
"PRDX4",2650253,10549
"LOC100130715",1340575,100130715
"SERTAD3",3370474,29946
"KLK12",4050398,43849
"PLEK",4810020,5341
"UBE2D2",5260593,7322
"LOC649379",5720671,649379
"ANKRD9",4730767,122416
"PHF20L1",6270035,51105
"SHMT1",2690528,6470
"TLL1",6520431,7092
"PDE4B",2680543,5142
"HS.570966",3310162,NA
"BTD",1410091,686
"LOC652204",1260184,652204
"LOC391352",2140435,391352
"USP24",830634,23358
"ICT1",1820189,3396
"NAGA",2070523,4668
"SGPP1",6980494,81537
"NLRX1",430333,79671
"CASP1",7050382,834
"RAB20",1240358,55647
"ADAMTS15",6520458,170689
"BRD7P2",4260315,647076
"NAT8B",6560398,51471
"COMMD10",6510719,51397
"RPS15A",7100717,6210
"ZFP62",730241,643836
"DBNDD1",3870273,79007
"ZAN",2030017,7455
"KSR2",3420646,283455
"SUV420H1",1470292,51111
"LOC653515",3420397,653515
"EIF4A2",4640689,1974
"DCP2",6960349,167227
"EIF3B",6290603,8662
"VEGFB",5890288,7423
"LOC646283",6220068,646283
"AGTR1",940040,185
"SLC38A5",4860181,92745
"GPSM1",6280100,26086
"HS.574683",6130022,NA
"GAK",10095,2580
"LOC100134018",7560292,100134018
"LOC642031",6770091,642031
"LOC729298",6270156,729298
"CLN3",6580682,1201
"PCYOX1L",4560435,78991
"EIF2AK1",1070242,27102
"TCEB1",5050242,6921
"LOC654020",6860201,654020
"XAF1",7610440,54739
"B3GALT5",1190576,10317
"RNF167",1580521,26001
"TF",6590538,7018
"MAP4K1",6660368,11184
"LOC653162",6770689,653162
"LOC387646",2510468,387646
"SYK",110685,6850
"SNORA57",4850711,692158
"FBXO38",7570139,81545
"PPARD",2630168,5467
"HS.542573",6660672,NA
"BCAN",1090246,63827
"ARHGAP15",3310463,55843
"LOC649604",2060528,649604
"NDUFA6",6580132,4700
"REXO1",5720767,57455
"USP6NL",2470053,9712
"ADO",4480546,84890
"FGD2",7210717,221472
"ZNF260",6110541,339324
"LOC100128474",6480187,100128474
"EPN2",6420026,22905
"GABPAP",6770274,8327
"EAPP",10452,55837
"LOC730347",5860131,730347
"MRPL35",5340100,51318
"FAM168B",5270187,130074
"LOC387763",2100324,387763
"PAG1",3610709,55824
"HS.537890",5220239,NA
"TSSC1",5700722,7260
"LOC643384",5810288,643384
"ATXN2L",580730,11273
"FBXO11",7000468,80204
"FLJ20718",5080746,55027
"MUTED",3190164,63915
"TRIM78P",150240,117852
"LOC643293",70193,643293
"NF2",5820168,4771
"SLC41A3",3890681,54946
"SMG7",290156,9887
"HS.559604",2030180,NA
"HS.385477",3520685,NA
"HS.563827",2360497,NA
"KANK1",7000397,23189
"LOC642514",7160050,642514
"HS.200698",150646,NA
"HS.123474",4260086,NA
"LOC642505",7040246,642505
"P2RX3",2640446,5024
"CCDC85A",5290026,114800
"PLEKHH2",1780019,130271
"ADI1",6620278,55256
"MLEC",1990546,9761
"LOC54103",5810450,54103
"TCF7L1",5050678,83439
"RPL19",3610241,6143
"SEC63",4290598,11231
"SLA2",4230671,84174
"LOC653381",5720470,653381
"CAPN8",1850008,388743
"AATK",5550132,9625
"AMY2A",1440403,279
"SDCCAG3L",6840725,388478
"CLIC2",4040192,1193
"P4HTM",5220398,54681
"C6ORF72",360017,116254
"SNORD108",2230066,338427
"C1GALT1C1",6020377,29071
"SCN7A",4210274,6332
"NACC1",6480722,112939
"EIF5",5670468,1983
"LOC641989",4880674,641989
"DCUN1D2",7320162,55208
"BAG5",6550349,9529
"FLJ45248",2630202,401472
"SORBS2",2750170,8470
"PTPN22",6580044,26191
"LOC100130960",5570156,100130960
"TMEM11",360161,8834
"HNRNPUL1",7570750,11100
