"Gene","ProbeId","EntrezId"
"LOC644363",670577,644363
"PDHA1",6450372,5160
"SPTBN1",5390487,6711
"NR1H3",3710450,10062
"KIDINS220",1400377,57498
"ZMYM3",3460379,9203
"C5ORF43",4490408,643155
"PLOD3",160630,8985
"ZNF227",1470187,7770
"SNX24",4200187,28966
"SERPINB13",1580762,5275
"CACNA1H",6220343,8912
"HS.542803",2570735,NA
"ITGB1",2070296,3688
"TFAM",650326,7019
"PIAS1",1820019,8554
"LOC644404",6550717,644404
"LOC389435",380491,389435
"C3ORF17",4230497,25871
"LOC100131554",6960180,100131554
"HS.545726",6200338,NA
"HS.444999",6620440,NA
"MECP2",5130021,4204
"FLJ36644",1850025,400617
"LOC100132944",5310372,100132944
"BIVM",4220270,54841
"LOC100127918",4610754,100127918
"CPSF6",270047,11052
"ZC3H11B",70047,643136
"KIAA0368",6400240,23392
"WDR20",4060035,91833
"IGFBP5",2190674,3488
"CACHD1",1780482,57685
"ZNF626",5690440,199777
"ZNF529",6900356,57711
"LOC100129144",5360564,100129144
"HINT3",2140279,135114
"CKMT1B",5570021,1159
"RAB6C",50386,84084
"LOC643779",3130403,643779
"PAIP1",1580097,10605
"ROPN1B",4250373,152015
"BBS7",2230112,55212
"CHORDC1",2370674,26973
"C2",670594,717
"C9ORF100",6370528,84904
"CCDC88A",4490537,55704
"GAGE12C",2000673,729422
"TRMT5",5960253,57570
"LGMN",1300452,5641
"RANBP1",4610047,5902
"FAM108B1",7510129,51104
"QSOX1",2850021,5768
"SDCCAG3",7040553,10807
"ERGIC1",2070138,57222
"LOC100128269",2710086,100128269
"MGA",4780605,23269
"PRO1853",520403,55471
"MAGED2",2320368,10916
"ABCA6",3400753,23460
"GPX4",2600382,2879
"FAM20A",2810373,54757
"DST",5560241,667
"PLD6",1340707,201164
"LOC100132658",4230064,100132658
"LOC645804",5960592,645804
"LOC339782",2030768,339782
"NRP1",5720424,8829
"RUVBL1",4900465,8607
"UBE2E1",2060465,7324
"SAMD6",1410121,203286
"SAPS1",3140162,22870
"HS.66187",870632,NA
"LOC645489",840064,645489
"TFAP2C",3390411,7022
"TATDN3",4290292,128387
"TPM3",6280091,7170
"TTTY19",7040653,252952
"HS.562647",430594,NA
"LOC440577",670601,440577
"FAM13A",4150255,10144
"DHX15",4590333,1665
"C7ORF60",2940521,154743
"KIAA1429",1470068,25962
"NFYA",3870056,4800
"RPL29",2350465,6159
"NAB2",6250440,4665
"LOC286444",4590576,286444
"TRAT1",270338,50852
"LOC100131512",1400189,100131512
"NCRNA00173",4290497,100287569
"HS.545045",3780379,NA
"LOC100133896",3520433,100133896
"LOC729617",1470739,729617
"PDLIM7",4560164,9260
"WDR5",3140044,11091
"FAM102A",1850546,399665
"ZDHHC24",3290270,254359
"CHMP6",4480592,79643
"ZYG11B",7400296,79699
"MGC40489",4590435,146880
"IL20RA",6450482,53832
"IGLL1",4730747,3543
"CRYZL1",3170315,9946
"SYN1",2120360,6853
"ZNF286C",4490711,729288
"YKT6",5090376,10652
"LOC643187",5050392,643187
"AQR",1070546,9716
"CSNK1G3",5310630,1456
"AK1",5130162,203
"STAG3L2",3710711,442582
"ANXA8",1400711,244
"MCM3",6290494,4172
"CNDP2",3390017,55748
"HS.98330",380301,NA
"MOGAT2",4890291,80168
"BAIAP2L1",5700343,55971
"SRI",2900626,6717
"FLJ20674",1710039,54621
"C8ORF30B",6420333,728071
"REXO2",4230554,25996
"LOC645317",3140019,645317
"HDAC9",2480605,9734
"LOC100131277",2710010,100131277
"FBXW7",5560661,55294
"ZNF407",770537,55628
"TFDP2",2340170,7029
"LACTB",1570669,114294
"DNPEP",5570754,23549
"MYO5B",2140088,4645
"PELO",5960358,53918
"CAPN7",2680168,23473
"LOC647276",2810521,647276
"ANKS3",6510445,124401
"BPY2B",5570176,442867
"GUSBL2",3370673,375513
"C1ORF88",5420129,128344
"GATAD2B",2370576,57459
"LOC100132767",4920142,100132767
"LOC400721",830326,400721
"LOC652234",6290754,652234
"HS.128892",4900082,NA
"LOC647881",380427,647881
"LOC729086",4480170,729086
"XKR6",2000048,286046
"LOC283314",360315,283314
"DENND5A",2070373,23258
"ZNF3",6020475,7551
"LOC440895",1990131,440895
"HS.548213",2230327,NA
"HS.443436",3140307,NA
"JRK",1410368,8629
"CSNK1A1",7200376,1452
"HS.539597",4640164,NA
"CTU2",7400292,348180
"HSP90AA1",7050332,3320
"HS.546114",2030168,NA
"PRDM16",2630239,63976
"NIPBL",2360112,25836
"NANP",4040437,140838
"LCLAT1",7040546,253558
"PRPF39",6130598,55015
"PPAP2C",4250626,8612
"ZNHIT6",780259,54680
"LOC654191",3990241,654191
"BCL2L13",7200452,23786
"GPM6A",2690008,2823
"BCL11A",3170440,53335
"SAV1",2070025,60485
"RTN3",2470719,10313
"DYNLT1",6350634,6993
"RFXDC2",7050647,64864
"YBX1",4150053,4904
"LOC100134102",6590390,100134102
"CSF2",2750196,1437
"HS.145039",3190528,NA
"LMX1A",160458,4009
"PTP4A1",1030025,7803
"THEX1",7650373,90459
"ARNT",2190040,405
"CXCR1",3440669,3577
"NOMO3",6370181,408050
"SNORA18",1090148,677805
"LOC100131139",1240408,100131139
"HS.576601",5890369,NA
"PPAN",1230673,56342
"LEFTY1",5860528,10637
"NUP85",1430402,79902
"OGG1",2760129,4968
"YARS",3520040,8565
"SERPINB12",6760301,89777
"AGAP3",3890431,116988
"GCDH",4060731,2639
"SFRP1",6960379,6422
"LOC652805",5420221,652805
"AP3D1",6100719,8943
"LOC100129908",5310156,100129908
"CTCF",5220196,10664
"HS.542600",6180605,NA
"ROBO3",5860717,64221
"LOC100133636",2030753,100133636
"UBE2G1",150630,7326
"RNU5D",380136,26830
"RNF39",1980255,80352
"FBXO5",4010097,26271
"GPR82",5360706,27197
"LOC642399",2190086,642399
"ZNF285A",7400678,26974
"CEP152",4390176,22995
"PRR3",3930754,80742
"GABRB3",4250349,2562
"LOC641765",20746,641765
"ADPRHL1",3390735,113622
"GSTM3",7150598,2947
"VASP",2320356,7408
"HS.544265",2140730,NA
"LOC728348",5550110,728348
"CCL21",1340626,6366
"CXCR7",4860114,57007
"TELO2",240750,9894
"HS.580169",2570372,NA
"LRBA",4040059,987
"LOC400036",150368,400036
"C11ORF83",460397,790955
"LOC100133420",6400450,100133420
"HS.568451",4070224,NA
"GALT",6520669,2592
"LOC647060",3710358,647060
"EMR2",2140136,30817
"HTRA4",1580639,203100
"LOC729859",2340437,729859
"GRM5",5720687,2915
"IL7",4920367,3574
"SPATA2",4200608,9825
"HS.544881",6770739,NA
"KIAA1333",2850364,55632
"C7ORF55",5720102,154791
"ZNF655",540010,79027
"HDGF",6110474,3068
"LOC554175",4250592,554175
"COL18A1",5290132,80781
"CEP192",4490154,55125
"GPD1",6590612,2819
"PPP1CA",3990368,5499
"LAT2",2810162,7462
"LOC646046",4850411,646046
"FUCA2",6450768,2519
"HS.540569",4200373,NA
"BAD",5860376,572
"ZC3H12A",2490017,80149
"KIF20A",1050195,10112
"CLYBL",4610273,171425
"SULT1A3",5560603,6818
"USP35",6510468,57558
"ZNF193",4830220,7746
"SNORA70B",2000181,100124537
"LOC388820",4490066,388820
"LRDD",580242,55367
"AGTR2",5550437,186
"ZHX2",6250091,22882
"HS.128848",2570554,NA
"LOC100132938",2650044,100132938
"LOC652624",2120164,652624
"USH1C",5900730,10083
"ITGB5",6380142,3693
"NLGN4X",7560139,57502
"HS.543151",5670066,NA
"LOC646260",5390689,646260
"LOC649768",7210431,649768
"CYBB",840168,1536
"SULF1",2570240,23213
"HS.293676",3290661,NA
"FYN",610164,2534
"FAM13A",4540376,10144
"HDHD3",3190338,81932
"LOC100132839",5890148,100132839
"ISG20L2",2690224,81875
"MMP16",460398,4325
"LOC643213",5080315,643213
"IFT52",520367,51098
"LOC730323",430048,730323
"LOC645365",2350164,645365
"SLC23A2",3060474,9962
"SMARCC2",6060639,6601
"ARPC4",2230068,10093
"PRRT2",6350112,112476
"LOC727761",6550674,727761
"USP32",6480671,84669
"CCDC88C",3130224,440193
"ATAD1",5260221,84896
"SLC9A4",3130360,389015
"PAK1IP1",4280253,55003
"LOC650724",5270309,650724
"MRPL39",6940025,54148
"LOC653808",6270332,653808
"C4ORF48",7650703,401115
"LOC652003",2370215,652003
"SP110",5870184,3431
"C1ORF183",5260008,55924
"ESAM",3800402,90952
"BANF1",150767,8815
"SRI",5860445,6717
"LOC650280",780523,650280
"LOC100133049",2230639,100133049
"NCAN",540326,1463
"EGLN2",1400408,112398
"RWDD4A",5670164,201965
"TP53I13",1010647,90313
"GLTP",4490017,51228
"LOC339879",3060743,339879
"DPP7",670608,29952
"TFDP1",3290435,7027
"C9ORF85",3310274,138241
"OPA3",1450615,80207
"MIR330",730181,442902
"MPHOSPH6",2260703,10200
"HARS2",3170519,23438
"CHCHD7",5220504,79145
"ATP6V0A2",620092,23545
"NME2",4590138,4831
"DKC1",6980327,1736
"C15ORF2",1690431,23742
"FLJ44606",6400487,401207
"LAPTM5",5360376,7805
"GPM6B",2630279,2824
"PARG",4760484,8505
"PARD3",4760632,56288
"LOC728531",870075,728531
"SNRK",2060095,54861
"LOC100131403",2750021,100131403
"LOC100131330",3710070,100131330
"ZNF702P",3870707,79986
"PMS2L3",4120376,5387
"ZNF200",3780167,7752
"ADH1A",3370347,124
"MUC15",3850451,143662
"SLC2A14",3420241,144195
"DFFA",2750639,1676
"SMA4",510133,11039
"CD36",3310538,948
"NDRG2",380228,57447
"HCN4",380626,10021
"PROX2",5670010,283571
"UFD1L",730100,7353
"GUCY1B3",2230259,2983
"GRB10",3120735,2887
"MYADM",2970594,91663
"HSPC268",1240576,154791
"TNFSF8",1240209,944
"PRKCH",3290731,5583
"LOC100133348",1690523,100133348
"LOC650274",6760066,650274
"JMJD8",7650315,339123
"PTPRN",3850603,5798
"C13ORF23",6660711,80209
"PRRG1",7150673,5638
"GLOD5",6900019,392465
"LOC642809",3890014,642809
"PCBP4",3170537,57060
"DVL3",1070612,1857
"SCML1",1430152,6322
"ZNF280C",5220112,55609
"SDCBP",630167,6386
"LOC730101",2260239,730101
"SCARB2",4810435,950
"IKZF5",6480372,64376
"MTMR15",6980377,22909
"HS.564153",2360373,NA
"PPIL5",5130044,122769
"BRPF1",3130138,7862
"C1ORF25",2260521,81627
"ALG11",5550647,440138
"STXBP6",3400379,29091
"LOC100133558",6060176,100133558
"GABPB1",150753,2553
"C1ORF84",1990348,149469
"SIK2",3780504,23235
"LGALS2",6280086,3957
"SP3",4890465,6670
"RFX6",5890563,222546
"CDIPT",50048,10423
"MOSPD3",3850703,64598
"PKM2",160170,5315
"STAT3",4250538,6774
"LASS2",6380154,29956
"LOC402251",3440670,402251
"HS.147346",4180370,NA
"IL17RB",1070152,55540
"RABGAP1",2850538,23637
"SOX10",450088,6663
"MIR1470",1190215,100302127
"SRFBP1",2260176,153443
"AP2S1",3120228,1175
"NFS1",70369,9054
"LOC100130351",20138,100130351
"TBC1D7",2940367,51256
"ZNF280D",1990280,54816
"FCAMR",5490719,83953
"ACLY",4200259,47
"HDLBP",5810706,3069
"FMO9P",6550102,116123
"PSPH",3800520,5723
"ZNF330",1340259,27309
"HS.562197",2070326,NA
"CAB39",7000017,51719
"B3GNT1",3400215,11041
"SLC25A14",3180241,9016
"C11ORF61",7100554,79684
"ARHGAP28",5810458,79822
"PTPN6",6400465,5777
"LOC100133191",3710376,100133191
"FAM78A",6250184,286336
"PTPRA",5870273,5786
"LILRB3",7380349,11025
"KIAA2010",3130523,55671
"LOC100133840",5870437,100133840
"KCNIP2",4260367,30819
"HCG4",2690390,54435
"NME3",6450424,4832
"NUP98",3440528,4928
"C14ORF138",5220543,79609
"LOC644360",3990255,644360
"DNAJC9",50114,23234
"ERN1",3290008,2081
"OXER1",520053,165140
"PIP4K2B",4610494,8396
"HS.566857",6760537,NA
"A1BG",2570615,1
"CDC25B",4760338,994
"FAM135A",5820113,57579
"HS.40289",1940082,NA
"F5",7610767,2153
"SLC9A7",3990753,84679
"BCL2",4150201,596
"NAV1",940685,89796
"LOC728955",610754,728955
"LMAN2L",1190673,81562
"PPP2R2D",5420747,55844
"WDR25",2260370,79446
"FAM160B2",2190564,64760
"ATP13A4",780195,84239
"ZC3H14",7550678,79882
"EPM2AIP1",6770403,9852
"MRVI1",2320750,10335
"COX18",4670707,285521
"HS.203340",1440240,NA
"PLAU",5360670,5328
"LOC100131655",7650170,100131655
"HS.231861",4070228,NA
"LOC100129767",1820717,100129767
"FGF2",290593,2247
"ZSCAN16",2470296,80345
"MED26",730468,9441
"FIGNL1",5890593,63979
"HS.577861",70544,NA
"POLR2A",3290338,5430
"ZNF22",5860546,7570
"HS.156773",2320431,NA
"MTMR1",2760605,8776
"HS.574968",6380653,NA
"LOC100130980",4640056,100130980
"HS.576474",6180746,NA
"CYP7B1",4250228,9420
"KLC4",4120072,89953
"FTSJ1",6510148,24140
"KRT5",5860289,3852
"FBXL6",1580215,26233
"STAC",6520435,6769
"PDK4",3310504,5166
"SRC",2260435,6714
"ANGPT1",3360066,284
"SMARCD3",5910632,6604
"ITM2B",540347,9445
"RPL41",2680484,6171
"TMTC4",2510390,84899
"AATF",6020372,26574
"C7ORF26",3780148,79034
"CDH6",3800241,1004
"SLC24A6",2360376,80024
"AADACL2",1780408,344752
"DCBLD1",5700747,285761
"HS.344350",5220039,NA
"KRTAP12-2",4830110,353323
"LOC728782",1260593,728782
"LQK1",5690543,642946
"C5ORF51",1710343,285636
"ZNF701",3780280,55762
"C2ORF28",3800025,51374
"MAN1C1",6280184,57134
"BIN2",3310343,51411
"SEPT11",20288,55752
"LOC647295",2850674,647295
"CCDC56",1850468,28958
"CCDC101",1240113,112869
"OSTCL",4070075,202459
"HS.561603",3930504,NA
"ANKRD56",2190673,345079
"ZNF100",1440110,163227
"ADAMTS9",1570382,56999
"PSMD6",5810070,9861
"HERC4",2630050,26091
"CD82",5130136,3732
"LOC389901",770358,389901
"TTTY11",1500037,83866
"LOC649270",770360,649270
"MDK",6350463,4192
"LOC642443",2710301,642443
"TTC4",3060347,7268
"C11ORF82",2570019,220042
"LOC442727",4640022,442727
"KHNYN",4640639,23351
"GRK6",7570717,2870
"C4ORF28",1260634,133015
"KCNN4",3610730,3783
"LOC100133276",7000349,100133276
"DCPS",1500129,28960
"LOC442261",4670039,442261
"SIAH3",3060600,283514
"RDH5",110326,5959
"ODF2",770747,4957
"MTPAP",6130379,55149
"COQ7",3310440,10229
"HIATL1",5570563,84641
"FBLIM1",7510768,54751
"HNRNPA2B1",5490739,3181
"AMICA1",1580465,120425
"E2F1",4590553,1869
"ZNF561",2230300,93134
"NBPF1",2640519,55672
"LOC648695",4860703,648695
"SLC40A1",5490601,30061
"CECR1",6200064,51816
"GPR114",7380273,221188
"LOC648608",5870168,648608
"SNORA64",7560731,26784
"NDFIP1",60553,80762
"IL21R",7330242,50615
"LOC644029",160575,644029
"C15ORF63",6660332,25764
"CCDC127",2070164,133957
"GAFA1",1450465,100131227
"NDRG4",7330739,65009
"LOC401537",520603,401537
"ARPC2",7160327,10109
"DMD",6290129,1756
"HS.44984",2690523,NA
"KIAA1211",780328,57482
"PDLIM7",770639,9260
"HS.261314",5390241,NA
"DHRS2",4890671,10202
"DNHD1",3290392,144132
"WHSC1L1",1340653,54904
"FEM1A",5890538,55527
"EIF2AK2",2120079,5610
"RABGGTB",3990482,5876
"TAF1D",3870433,79101
"LOC392437",2260196,392437
"RAD52",5050445,5893
"SNORA65",2640019,26783
"GTPBP2",650441,54676
"TOP1MT",6130338,116447
"FAHD1",5090592,81889
"CNPY3",10187,10695
"LOC100134524",6660762,100134524
"SCARA3",6420630,51435
"LOC653411",2710673,653411
"HS.253267",2650048,NA
"TRIM36",1660070,55521
"LHFP",1010139,10186
"SPAG1",6130601,6674
"HS.567436",3170142,NA
"MAP3K7IP3",5870438,257397
"ATP5O",6110754,539
"POTEF",4850138,728378
"SHANK2",4220209,22941
"NCLN",4290687,56926
"LOC644908",5270370,644908
"WASH1",2970148,375690
"NBPF9",6900500,440670
"SLC45A3",1340746,85414
"LOC644544",4150176,644544
"FLCN",6980148,201163
"FN3K",1690196,64122
"HS.447703",7610601,NA
"LOC100130818",4060377,100130818
"UNC5B",1300411,219699
"SGSM2",1940273,9905
"UBE2I",2030730,7329
"PSMB5",510315,5693
"C9ORF114",770692,51490
"LOC100128811",6980239,100128811
"MESP1",4040438,55897
"CPVL",60136,54504
"HS.552354",1030398,NA
"FLJ35390",1090377,255031
"CHMP5",7650347,51510
"UBE2G2",2750750,7327
"SIGMAR1",510136,10280
"C12ORF35",7510424,55196
"RFESD",6100278,317671
"UPF2",5560347,26019
"C21ORF66",2490044,94104
"SPINLW1",4230465,57119
"SLC25A42",620692,284439
"ING1",5090040,3621
"LOC100129742",2490341,100129742
"CHRNA6",10364,8973
"ZNF786",780189,136051
"DCLRE1C",430044,64421
"ZDHHC23",6590523,254887
"LOC127295",540451,127295
"AP4B1",510129,10717
"CTBP2",1010494,1488
"BTRC",5810286,8945
"RELT",5560520,84957
"CRCP",6480121,27297
"ZNF800",7150682,168850
"PTPRC",6650193,5788
"LOC648164",1510255,648164
"PCBP2",6480411,5094
"NUFIP2",4890133,57532
"FLJ14100",5260324,80093
"TMEM150B",2680598,284417
"MOSPD3",580133,64598
"P2RY2",4150408,5029
"ZNF23",4260221,7571
"LPCAT2",4120367,54947
"KIAA1602",1990762,57701
"MX1",1690066,4599
"HS.531457",3400709,NA
"CUX1",2140255,1523
"NEDD8",4120307,4738
"SRP14",3190730,6727
"FBXO7",4780048,25793
"PNKD",4730349,25953
"HNRPC",1500201,3183
"FABP5",4150048,2171
"RFTN2",1090722,130132
"GJA5",990646,2702
"RRAD",7200639,6236
"METAP1",4070168,23173
"IRS2",6110736,8660
"G3BP2",4540647,9908
"PROCA1",4490196,147011
"NCBP1",2600612,4686
"COMTD1",6960377,118881
"AK2P2",5090554,339736
"TET2",3290746,54790
"CD34",4730021,947
"REPIN1",1340519,29803
"PDCD1",6280170,5133
"TRIM60",6060762,166655
"MAP1S",150148,55201
"LOC23117",4230433,23117
"LOC644093",5050482,644093
"POLDIP3",5700370,84271
"LEAP2",4570546,116842
"STK19",4260612,8859
"C6ORF221",6060347,154288
"SNX25",4760368,83891
"HS.439578",6290326,NA
"FAM149A",50463,25854
"BACE1",4570390,23621
"SLC41A3",940373,54946
"HS.539765",3460072,NA
"TOMM20",6290681,9804
"FAM161A",7610014,84140
"RBBP9",6660259,10741
"PHGDH",240086,26227
"LOC651268",730102,651268
"LOC200030",1410309,200030
"DDX60",7610053,55601
"STAMBP",1740364,10617
"MTE",2760537,644314
"LOC729667",670435,729667
"ITIH5",770193,80760
"FAM3A",3440091,60343
"KIAA0226",3850066,9711
"TMCC1",6760471,23023
"ALG5",6370113,29880
"LOC100131572",6350440,100131572
"LOC651558",6510291,651558
"FBXO32",1430598,114907
"BMP2",4280577,650
"HS.553431",3940609,NA
"HS.195035",7200630,NA
"HS.445500",7380070,NA
"NET1",6110279,10276
"ZMIZ2",7150541,83637
"DGUOK",4120609,1716
"APOBEC1",990438,339
"LOC650556",3800615,650556
"LOC401305",4560070,401305
"HS.577888",450338,NA
"SLC25A33",3850358,84275
"LARP1B",5910164,55132
"RBM4",5550246,5936
"ATRIP",4860367,84126
"RHOXF2B",3420072,727940
"LOC651116",510292,651116
"HIPK2",10332,28996
"WDR33",150070,55339
"C20ORF46",6110102,55321
"LOC100132979",290129,100132979
"SSBP4",6840630,170463
"ZFYVE9",6100451,9372
"NPEPPS",670332,9520
"LOC283932",1660220,283932
"LOC641996",4560368,641996
"HS.544703",3360600,NA
"PDGFA",3840112,5154
"YLPM1",5270324,56252
"LOC646111",4260066,646111
"LOC100132568",5220564,100132568
"PPIL3",4390390,53938
"CYP27C1",5900601,339761
"LOC100130441",4890356,100130441
"FUBP3",2370494,8939
"FAM39DP",7560438,374666
"CCRK",3930170,23552
"KIAA1841",7320543,84542
"SOX7",2480050,83595
"PAQR8",2070451,85315
"BHLHB9",7210546,80823
"TUBB6",1570092,84617
"TSTD2",5960632,158427
"UBR5",1340544,51366
"SMAP2",3930390,64744
"ZNF25",6840112,219749
"GCGR",6100095,2642
"ASPH",5890619,444
"ATP6V1D",1660736,51382
"VWA1",3830100,64856
"HS.545236",240670,NA
"FBXL18",990523,80028
"LOC100130123",4540168,100130123
"LOC644816",5820630,644816
"DERL2",4010189,51009
"EXT2",6760070,2132
"RAPGEF1",7330343,2889
"PLEKHA2",2650669,59339
"LOC100129842",6590066,100129842
"SNX14",1990561,57231
"CDA",5090372,978
"FBLN7",5670154,129804
"LOC649179",5910091,649179
"ASB4",1170382,51666
"ABHD14A",1430360,25864
"MYL4",1510612,4635
"LOC641768",4540441,641768
"F7",3190280,2155
"LOC100134068",1580315,100134068
"LOC652190",3710136,652190
"MMP9",3180528,4318
"LOC646680",7380201,646680
"RPS27A",2320139,6233
"C3ORF64",2480440,285203
"FCRL3",620167,115352
"PDXP",3180273,57026
"RPL5",830609,6125
"LOC647389",2900079,647389
"LOC399753",4180646,399753
"LOC653489",5870048,653489
"FLJ42258",1500754,440049
"LOC650261",2060431,650261
"LOC100134812",1300307,100134812
"LOC100129608",6550736,100129608
"RPL22",7380689,6146
"APP",1190735,351
"BNC1",4070372,646
"SLC25A4",6220451,291
"C22ORF24",1820333,25775
"CD79B",4260725,974
"LOC645534",5220056,645534
"TSNAX",2650014,7257
"CCAR1",270291,55749
"ARAP3",6040097,64411
"TMEM120B",4900767,144404
"CASC3",2970463,22794
"ETFDH",580609,2110
"SPP1",3840154,6696
"CGGBP1",2570193,8545
"LOC644224",840414,644224
"GTDC1",3180037,79712
"HIATL1",4640427,84641
"PBX4",2760544,80714
"C12ORF48",990136,55010
"MKI67",20364,4288
"KCNC2",940626,3747
"SLC30A1",5860521,7779
"LOC100129022",830669,100129022
"GCSH",3190551,2653
"EFEMP1",1260040,2202
"SIGLEC5",4640270,8778
"MRPL2",6420296,51069
"ABCA11",2320403,79963
"RPS6KL1",7330008,83694
"SH2D3A",5490452,10045
"A1CF",2650615,29974
"LOC649445",4760132,649445
"HS.565487",4280121,NA
"ACTR1A",4280561,10121
"GPRASP1",620273,9737
"HS.559981",3190754,NA
"LOC644500",7560176,644500
"AKAP2",2970162,11217
"KIAA0196",1430601,9897
"KIAA1128",2190224,54462
"TMED7",6560162,51014
"HPRT1",7610286,3251
"MBTPS1",5310114,8720
"LIPC",2350044,3990
"CAPS2",4880497,84698
"SLIC1",2350128,124460
"ANKRD44",5810228,91526
"RECQL",6270674,5965
"HSPB1",7200608,3315
"OTUD3",1580010,23252
"NEUROD2",7160451,4761
"MPPE1",360053,65258
"FAM49A",2510184,81553
"DCTPP1",4210192,79077
"LOC100131387",580170,100131387
"LOC23117",2850400,23117
"LOC220433",6200747,220433
"HS.171274",2230093,NA
"CD1D",6400358,912
"ATP6V1G1",6370091,9550
"PDIA3P",780603,171423
"LOC644098",240129,644098
"HS.529514",6980674,NA
"CLCA2",6550521,9635
"LOC645079",5050612,645079
"LOC100131660",3400400,100131660
"SERPINF1",6290356,5176
"MRPL55",7210725,128308
"LOC100130549",4260181,100130549
"DDX51",4390661,317781
"TK2",5690053,7084
"FLJ12949",5090747,65095
"LOC652730",2760402,652730
"PPARG",1440324,5468
"LOC644128",360615,644128
"HS.187290",650341,NA
"LGALS4",6840209,3960
"KIAA0100",5420204,9703
"LOC645153",6980465,645153
"CDC2L5",940128,8621
"FABP5L2",4540475,729163
"XBP1",5690066,7494
"CWC22",1500021,57703
"LOC652324",5360168,652324
"ZFYVE9",2650129,9372
"AP3M1",6200437,26985
"PRUNE",6420521,58497
"LOC652620",2350634,652620
"GPR103",7200400,84109
"C1R",5260474,715
"PDPK1",5270768,5170
"CENTB2",60746,23527
"SLC44A2",1980521,57153
"UNKL",6290097,64718
"ATP6V1C2",10070,245973
"FEZ1",3290458,9638
"LOC646426",150608,646426
"MUDENG",6220221,55745
"HS.542666",6110241,NA
"UQCR",4040747,10975
"LOC653751",1510709,653751
"MSRB2",2710646,22921
"LOC100132391",6130576,100132391
"ZNF571",670288,51276
"MCL1",610750,4170
"LOC651213",2940653,651213
"LOC646082",6760324,646082
"DDB1",3290463,1642
"HS.362932",3310184,NA
"MRPS10",2060082,55173
"LOC133491",4260255,133491
"ATP8A1",520634,10396
"ANKS6",1050400,203286
"UQCC",620075,55245
"ZNF177",5820494,7730
"CREB1",4290735,1385
"GSN",2370482,2934
"TLR9",1820440,54106
"SIGMAR1",2940528,10280
"SLC11A2",1820037,4891
"LOC100128683",3800356,100128683
"CD99L2",5420358,83692
"HSPE1",2680170,3336
"FLJ43806",7320273,399563
"MRPS15",3400674,64960
"PCDHA9",10670,9752
"FBXO21",2480128,23014
"FTSJD2",2940059,23070
"FLJ31568",4250301,150244
"LOC100133678",5310224,100133678
"C19ORF69",1190674,100170765
"SEPT8",1500451,23176
"PTP4A3",4050047,11156
"ALS2CR4",50348,65062
"RCBTB2",6290064,1102
"CCDC102A",1660681,92922
"LOC649169",4250070,649169
"CEP250",5700689,11190
"LOC651441",2760176,651441
"PLSCR1",3890609,5359
"N6AMT1",2570707,29104
"LOC652703",1710440,652703
"B4GALT1",3460386,2683
"HPS3",2190403,84343
"BRE",6900367,9577
"SRP9",3930358,6726
"LOC100134364",2630347,100134364
"DGKA",6940088,1606
"PGLYRP2",240601,114770
"CEACAM6",7400377,4680
"ZNF341",3830364,84905
"GLB1",4560064,2720
"MCAT",3460358,27349
"SLC35F2",5720445,54733
