"Gene","ILLUMINA_PROBE_ID","EntrezId"
"ALDH7A1",4150544,501
"TAF13",4150553,6884
"AASDH",4150561,132949
"LETMD1",4150575,25875
"CNKSR2",4150577,22866
"SARM1",4150593,23098
"LOC341689",4150594,341689
"EIF1AY",4150600,9086
"LOC644619",4150608,644619
"LOC100132673",4150615,100132673
"ATE1",4150626,11101
"RBMS1",4150639,5937
"EXOC1",4150646,55763
"CD34",4150669,947
"CDC37",4150670,11140
"DSG2",4150672,1829
"HS.134696",4150681,NA
"IGFL3",4150682,388555
"LOC100134711",4150685,100134711
"METRNL",4150689,284207
"LOC728624",4150707,728624
"USP37",4150711,57695
"LOC650853",4150730,650853
"FKBP14",4150753,55033
"ZNF414",4180014,84330
"PTPN6",4180019,5777
"C1ORF194",4180047,127003
"TIMELESS",4180050,8914
"ATPBD4",4180059,89978
"CRISPLD2",4180079,83716
"KIAA0284",4180086,283638
"ABL1",4180088,25
"LOC652377",4180091,652377
"APPL2",4180100,55198
"RPL37A",4180110,6168
"FAM189B",4180132,10712
"HS.374832",4180136,NA
"C18ORF18",4180168,147525
"KLHDC4",4180176,54758
"LOC100133950",4180180,100133950
"SP6",4180195,80320
"C2ORF25",4180196,27249
"MOGAT3",4180224,346606
"CSNK1G3",4180240,1456
"LOC648742",4180242,648742
"LOC440043",4180278,440043
"THAP1",4180279,55145
"CRISP3",4180286,10321
"ZNF365",4180301,22891
"CHMP4B",4180315,128866
"C6ORF165",4180333,154313
"LGALS12",4180338,85329
"YWHAZ",4180343,7534
"RBBP6",4180356,5930
"APC2",4180358,10297
"HIST4H4",4180360,121504
"HS.371789",4180372,NA
"PI4K2A",4180376,55361
"SLC26A11",4180390,284129
"LOC729020",4180397,729020
"LOC644914",4180402,644914
"SNORD55",4180408,26811
"NDUFA4",4180441,4697
"HS.538962",4180450,NA
"ATP1B1",4180452,481
"UMPS",4180465,7372
"DSCR6",4180475,53820
"C17ORF81",4180491,23587
"TP53",4180500,7157
"LOC100130387",4180504,100130387
"LRRC37A2",4180520,474170
"LOC645118",4180546,645118
"FLJ44342",4180554,645460
"LOC613037",4180563,613037
"HS.555388",4180593,NA
"GAL3ST4",4180603,79690
"LOC399753",4180646,399753
"C20ORF43",4180673,51507
"LOC645837",4180685,645837
"SPAG5",4180709,10615
"OSBPL2",4180717,9885
"NR2C1",4180725,7181
"NOX1",4180743,27035
"ALAS2",4180768,212
"ATG2A",4200008,23130
"LOC650759",4200010,650759
"SC4MOL",4200037,6307
"LOC283849",4200048,283849
"LOC100131785",4200056,100131785
"COX15",4200100,1355
"GTF3C6",4200110,112495
"NUMBL",4200121,9253
"HS.562488",4200133,NA
"IFRD2",4200152,7866
"CIRH1A",4200162,84916
"FCGRT",4200176,2217
"C19ORF70",4200181,125988
"TNFAIP8",4200196,25816
"RBKS",4200209,64080
"RNF4",4200220,6047
"LOC728509",4200239,728509
"SP100",4200240,6672
"ACLY",4200259,47
"HS.103173",4200301,NA
"LOC100132444",4200326,100132444
"HIST1H3E",4200333,8353
"FLJ44635",4200348,392490
"C3ORF54",4200367,389119
"C7ORF51",4200368,222950
"HS.540569",4200373,NA
"ZBTB8A",4200402,653121
"LOC729249",4200408,729249
"NRP1",4200435,8829
"TULP4",4200440,56995
"SEC14L1",4200441,6397
"G6PD",4200450,2539
"HS.126768",4200463,NA
"LOC646576",4200470,646576
"ADIPOQ",4200471,9370
"BRWD1",4200482,54014
"BMP4",4200491,652
"CLK2",4200497,1196
"MET",4200504,4233
"LOC649182",4200519,649182
"FLJ40712",4200521,401044
"LRRC37B",4200523,114659
"GPX7",4200543,2882
"CD72",4200546,971
"LOC132241",4200551,132241
"LOC100132068",4200563,100132068
"PITX3",4200564,5309
"VAMP2",4200575,6844
"GTF2IRD1",4200577,9569
"SYNJ2",4200593,8871
"FAM21B",4200598,55747
"XRCC2",4200605,7516
"PPIL1",4200612,51645
"LOC100134280",4200647,100134280
"HS.544029",4200671,NA
"STRAP",4200672,11171
"ZNF697",4200673,90874
"IGFBP2",4200674,3485
"LOC100134099",4200687,100134099
"CDC42BPB",4200703,9578
"LOC653057",4200706,653057
"LOC100133479",4200707,100133479
"LOC730092",4200719,730092
"TADA2A",4200731,6871
"ZNF496",4200747,84838
"HS.572219",4200753,NA
"OR7G1",4210014,125962
"CAMK1D",4210022,57118
"HS.543109",4210037,NA
"ABCB1",4210039,5243
"UQCRQ",4210041,27089
"CSNK1G3",4210064,1456
"DEF8",4210066,54849
"LOC646278",4210086,646278
"CKS1B",4210088,1163
"LOC652707",4210091,652707
"RGL3",4210093,57139
"ATP1A1",4210095,476
"CMTM2",4210113,146225
"MTPN",4210128,136319
"ELOVL5",4210129,60481
"C6ORF64",4210138,55776
"ZNF585A",4210139,199704
"DLGAP4",4210148,22839
"RIMBP2",4210154,23504
"GSTTP2",4210162,653399
"PBLD",4210164,64081
"CIITA",4210167,4261
"TCEA1",4210189,6917
"SEMA5A",4210215,9037
"PHF20",4210241,51230
"LOC648057",4210255,648057
"SNORA19",4210259,641451
"PGCP",4210280,10404
"C17ORF68",4210286,80169
"JMJD4",4210300,65094
"TMED5",4210309,50999
"LOC653566",4210315,653566
"WDR73",4210332,84942
"PARG",4210364,8505
"LOC728431",4210376,728431
"LOC646808",4210392,646808
"SLC1A3",4210403,6507
"PPP1CA",4210414,5499
"SCGB3A2",4210427,117156
"SRP19",4210431,6728
"LOC644536",4210433,644536
"ANKRD17",4210437,26057
"HS.571622",4210440,NA
"RNF126P1",4210445,376412
"TMEM132C",4210451,92293
"IFT122",4210463,55764
"C14ORF135",4210470,64430
"HS.545003",4210474,NA
"TBCE",4210491,6905
"PSG4",4210500,5672
"LOC100132913",4210520,100132913
"RND3",4210524,390
"GPR155",4210538,151556
"DLG1",4210541,1739
"LOC100129211",4210551,100129211
"HS.545044",4210594,NA
"FTSJ3",4210600,117246
"LOC649023",4210603,649023
"AP3D1",4210612,8943
"CD2",4210619,914
"SLC25A22",4210626,79751
"CRIPAK",4210653,285464
"PAM",4210670,5066
"PCSK1N",4210678,27344
"FMN2",4210681,56776
"LOC100133150",4210685,100133150
"SAC3D1",4210692,29901
"PACRG",4210746,135138
"STARD7",4210750,56910
"CD8B",4210753,926
"SERBP1",4210754,26135
"MRPL46",4210762,26589
"DCTN6",4220037,10671
"SLC12A2",4220041,6558
"SKAP1",4220053,8631
"HS.443490",4220059,NA
"GPI",4220064,2821
"CD70",4220068,970
"C8ORF44",4220070,56260
"NBPF12",4220075,440675
"EID1",4220086,23741
"HSD17B4",4220088,3295
"DEM1",4220097,64789
"HS.574095",4220114,NA
"THRAP3",4220132,9967
"HNMT",4220168,3176
"SLC30A9",4220170,10463
"LOC727753",4220176,727753
"DAD1",4220181,1603
"HS.326560",4220184,NA
"DYSF",4220187,8291
"GSDMC",4220189,56169
"SIGIRR",4220193,59307
"LOC100129391",4220196,100129391
"TOP1MT",4220239,116447
"LOC284023",4220241,284023
"CCL20",4220246,6364
"VTRNA1-1",4220255,56664
"CTSZ",4220259,1522
"KIAA0947",4220273,23379
"TROVE2",4220278,6738
"HS.542413",4220288,NA
"LOC646301",4220292,646301
"LOC647673",4220307,647673
"LOC644623",4220309,644623
"MRPL38",4220327,64978
"MYRIP",4220370,25924
"RNF141",4220372,50862
"EXT1",4220431,2131
"IQGAP2",4220440,10788
"PTPRD",4220441,5789
"HS.137206",4220450,NA
"LOC647551",4220487,647551
"LOC150568",4220497,150568
"TMEM57",4220520,55219
"GRIN1",4220521,2902
"FAM54A",4220544,113115
"PNPT1",4220551,87178
"PABPC3",4220600,5042
"ETS2",4220605,2114
"PGGT1B",4220615,5229
"PFDN5",4220630,5204
"LOC652734",4220647,652734
"MGC27382",4220661,149047
"MT1F",4220672,4494
"HS.540632",4220673,NA
"STOX1",4220674,219736
"LOC643338",4220678,643338
"SCAMP1",4220687,9522
"CD200",4220703,4345
"PMPCB",4220707,9512
"SMAD7",4220767,4092
"ST8SIA4",4230017,7903
"HS.460114",4230020,NA
"NCK2",4230021,8440
"LOC100128398",4230022,100128398
"SIK3",4230035,23387
"ERCC-00071",4230037,NA
"LOC729905",4230040,729905
"TIMM23",4230050,10431
"LOC197135",4230056,197135
"LOC100132658",4230064,100132658
"C16ORF53",4230066,79447
"RNASEH2A",4230068,10535
"FBXO4",4230070,26272
"LOC728441",4230075,728441
"HNRPA2B1",4230091,3181
"ABCC6",4230093,368
"SOCS3",4230102,9021
"RPS26L",4230121,400156
"GUCA1A",4230139,2978
"LOC644302",4230148,644302
"LOC100128364",4230154,100128364
"ALB",4230156,213
"MANBA",4230168,4126
"LOC100133181",4230170,100133181
"TXNL2",4230189,10539
"KPNA2",4230196,3838
"USP46",4230215,64854
"KLK7",4230221,5650
"SET",4230224,6418
"HS.564439",4230241,NA
"NHP2L1",4230243,4809
"LOC100132794",4230246,100132794
"BRCC3",4230259,79184
"LOC100129950",4230288,100129950
"LOC100128002",4230291,100128002
"PSMC2",4230296,5701
"ZNF487",4230300,642819
"PGP",4230301,283871
"MOGS",4230309,7841
"STK35",4230327,140901
"FAM83C",4230333,128876
"C17ORF56",4230356,146705
"ECE2",4230368,9718
"MAP3K1",4230373,4214
"C10ORF12",4230392,26148
"BDH2",4230398,56898
"LOC100130852",4230408,100130852
"RFC1",4230414,5981
"RNPEPL1",4230445,57140
"ARMCX1",4230451,51309
"SPINLW1",4230465,57119
"SOX9",4230475,6662
"SNORA76",4230477,677842
"UBQLN1",4230484,29979
"LOC728908",4230487,728908
"ZNF654",4230524,55279
"BTBD1",4230528,53339
"LOC100129486",4230551,100129486
"REXO2",4230554,25996
"ATP2B1",4230564,490
"HS.564975",4230575,NA
"LOC728901",4230600,728901
"C19ORF47",4230603,126526
"IGSF3",4230608,3321
"SLC26A6",4230615,65010
"GCA",4230619,25801
"PRKCD",4230626,5580
"BAG4",4230632,9530
"HS.542484",4230639,NA
"LOC730883",4230670,730883
"SLA2",4230671,84174
"GRM2",4230673,2912
"HIST2H2BE",4230678,8349
"ZFATAS",4230681,594840
"CALB2",4230706,794
"GNB1L",4230719,54584
"FAM129A",4230735,116496
"LOC653602",4230768,653602
"CDRT1",4250017,374286
"LOC652599",4250019,652599
"LOC23117",4250037,23117
"LOC100131289",4250039,100131289
"C1ORF91",4250044,56063
"HS.567186",4250050,NA
"CCL3L1",4250053,6349
"TRIM14",4250056,9830
"NUPL1",4250066,9818
"LOC649169",4250070,649169
"TMEM67",4250079,91147
"C10ORF99",4250092,387695
"COX6B1",4250095,1340
"TSPY1",4250097,7258
"HNRNPU",4250112,3192
"GRHL1",4250131,29841
"LOC100129379",4250133,100129379
"CROCCL1",4250138,84809
"FLJ20581",4250139,54988
"HS.280924",4250142,NA
"LOC648749",4250154,648749
"EBP",4250156,10682
"SOX13",4250167,9580
"HS.408168",4250176,NA
"HS.434422",4250187,NA
"HS.576633",4250192,NA
"FCAR",4250193,2204
"DSCR1L1",4250196,10231
"CYP7B1",4250228,9420
"KCTD3",4250246,51133
"HS.421720",4250253,NA
"LOC100128115",4250278,100128115
"HS.473255",4250286,NA
"UFSP2",4250288,55325
"CHPF",4250291,79586
"FLJ31568",4250301,150244
"SNAPC1",4250309,6617
"LOC391025",4250324,391025
"LOC442132",4250326,442132
"HS.560817",4250332,NA
"LOC650155",4250341,650155
"PPP1R2",4250343,5504
"HS.544070",4250348,NA
"GABRB3",4250349,2562
"LOC727987",4250369,727987
"KLHDC3",4250372,116138
"ROPN1B",4250373,152015
"AHDC1",4250376,27245
"HS.193951",4250379,NA
"LOC283412",4250392,283412
"STK4",4250398,6789
"LOC200420",4250400,200420
"ALDH1L2",4250411,160428
"LOC100131277",4250424,100131277
"ZNF493",4250427,284443
"HS.570176",4250440,NA
"RPL4",4250445,6124
"LOC388707",4250446,388707
"OCA2",4250463,4948
"BOLA1",4250470,51027
"KIAA1486",4250484,57624
"RAB3D",4250494,9545
"HAT1",4250500,8520
"SYNE2",4250504,23224
"DNAJB4",4250537,11080
"STAT3",4250538,6774
"LOC647515",4250541,647515
"FAM72A",4250546,729533
"PUM2",4250563,23369
"HS.545246",4250576,NA
"HSPD1",4250577,3329
"LOC554175",4250592,554175
"SETX",4250601,23064
"OR52N5",4250603,390075
"LOC100130663",4250608,100130663
"TPK1",4250609,27010
"PPAP2C",4250626,8612
"KLRF1",4250630,51348
"HS.575542",4250632,NA
"CMAH",4250634,8418
"SCAPER",4250646,49855
"LOC100189589",4250672,100189589
"GSTA3",4250674,2940
"HS.575075",4250682,NA
"PLN",4250689,5350
"KRT23",4250703,25984
"GPR177",4250711,79971
"FNDC3B",4250736,64778
"CDC2L1",4250739,984
"LOC388524",4250750,388524
"TSPAN33",4250753,340348
"LOC100131658",4250754,100131658
"TNFSF11",4250762,8600
"COIL",4250768,8161
"CYB5R3",4260010,1727
"CDK5RAP2",4260017,55755
"NGRN",4260019,51335
"PSMG2",4260022,56984
"SQSTM1",4260044,8878
"FLJ30092",4260048,196515
"SNORD114-11",4260056,767589
"LOC646111",4260066,646111
"HS.123474",4260086,NA
"C17ORF28",4260088,283987
"GGT1",4260092,2678
"ZCCHC11",4260093,23318
"SCN3A",4260102,6328
"LOC645367",4260110,645367
"HS.582537",4260113,NA
"FLJ43950",4260129,347127
"LOC654116",4260138,654116
"DHX37",4260142,57647
"CISD2",4260156,493856
"RBM3",4260162,5935
"LOC645179",4260164,645179
"FLJ41481",4260168,400945
"MKS1",4260176,54903
"LOC100130549",4260181,100130549
"PRPF38A",4260184,84950
"CRTC2",4260187,200186
"TGIF1",4260189,7050
"HIP1R",4260204,9026
"PLTP",4260215,5360
"ZNF23",4260221,7571
"OBFC2A",4260253,64859
"LOC133491",4260255,133491
"ST14",4260278,6768
"MAST4",4260309,375449
"BRD7P2",4260315,647076
"LOC100127999",4260326,100127999
"ARRB2",4260347,409
"LOC645848",4260356,645848
"KCNIP2",4260367,30819
"UBE2C",4260368,11065
"HS.156328",4260376,NA
"HAX1",4260377,10456
"CTNNB1",4260379,1499
"LOC651609",4260382,651609
"CTSL1",4260386,1514
"NSDHL",4260392,50814
"LOC727821",4260397,727821
"H2AFY",4260414,9555
"SNORD22",4260431,9304
"LOC647886",4260440,647886
"CLEC3B",4260441,7123
"NR2E1",4260446,7101
"ZNF747",4260451,65988
"RCN2",4260452,5955
"LOC728564",4260465,728564
"LOC729153",4260474,729153
"TSPYL2",4260477,64061
"LOC100129716",4260487,100129716
"MAX",4260497,4149
"HS.224854",4260500,NA
"SNX14",4260504,57231
"HS.539677",4260521,NA
"GNAI1",4260528,2770
"TBN",4260537,129685
"SIM2",4260554,6493
"FAM177A1",4260561,283635
"LOC339804",4260609,339804
"STK19",4260612,8859
"LOC391276",4260626,391276
"PDZD4",4260632,57595
"YIF1B",4260647,90522
"MAPKAPK2",4260661,9261
"SMA4",4260672,11039
"SDHALP1",4260673,255812
"MGC35440",4260685,147990
"SLCO4C1",4260687,353189
"SLC25A16",4260689,8034
"F8A3",4260706,474384
"HS.542495",4260717,NA
"TPRG1L",4260722,127262
"RAP1GDS1",4260735,5910
"SFRS17A",4260750,8227
"CHMP2A",4260762,27243
"LIMS2",4280010,55679
"FOS",4280017,2353
"MAPK13",4280019,5603
"EIF3J",4280020,8669
"HS.545426",4280025,NA
"CBY1",4280039,25776
"HS.555181",4280040,NA
"LOC100131609",4280044,100131609
"PMP22",4280047,5376
"WFDC3",4280048,140686
"HS.543250",4280059,NA
"DNAJC16",4280072,23341
"ZNF493",4280075,284443
"HS.196122",4280082,NA
"B9D2",4280088,80776
"LOC440157",4280093,440157
"FAT1",4280100,2195
"SEC31A",4280102,22872
"NFKBIA",4280113,4792
"HS.565487",4280121,NA
"FBXO22OS",4280128,692224
"BTC",4280131,685
"ADRM1",4280136,11047
"SCNM1",4280162,79005
"PGA3",4280164,643834
"ZNF500",4280167,26048
"LOC340113",4280176,340113
"LOC652900",4280181,652900
"LOC653557",4280189,653557
"PHF8",4280220,23133
"IVNS1ABP",4280228,10625
"NYX",4280259,60506
"LOC649417",4280278,649417
"RCOR1",4280286,23186
"CARD18",4280288,59082
"PPP4C",4280291,5531
"RNF126",4280292,55658
"XRRA1",4280296,143570
"DIS3L",4280300,115752
"CCL26",4280301,10344
"LOC100128084",4280309,100128084
"COASY",4280343,80347
"BAZ1B",4280347,9031
"RNF166",4280348,115992
"HS.566420",4280360,NA
"AS3MT",4280390,57412
"HS.581671",4280397,NA
"RAPH1",4280398,65059
"LST1",4280435,7940
"CRYBA2",4280440,1412
"TRPM7",4280452,54822
"TRO",4280474,7216
"DRAM1",4280482,55332
"HS.486010",4280484,NA
"LOC100128253",4280494,100128253
"SLAMF7",4280497,57823
"CDK8",4280520,1024
"CD200R1",4280523,131450
"LOC100132088",4280563,100132088
"BMP2",4280577,650
"HOXB13",4280592,10481
"LOC646569",4280594,646569
"HS.535044",4280600,NA
"SLBP",4280603,7884
"PHF3",4280608,23469
"HS.148886",4280609,NA
"LOC653186",4280612,653186
"LOC100129499",4280619,100129499
"GUSBL1",4280630,387036
"GAS6",4280632,2621
"SH3GL1",4280639,6455
"GSG1",4280646,83445
"SLC39A5",4280647,283375
"TMUB2",4280661,79089
"RBL2",4280669,5934
"LOC643960",4280670,643960
"SEPP1",4280678,6414
"SEZ6L2",4280687,26470
"PARP1",4280692,142
"C11ORF36",4280707,283303
"HS.561570",4280719,NA
"SEC24C",4280722,9632
"RNF14",4280725,9604
"APCDD1",4280739,147495
"DPH5",4290010,51611
"FLAD1",4290014,80308
"PLEKHA6",4290017,22874
"ABCG1",4290020,9619
"NPPB",4290040,4879
"STRN4",4290044,29888
"HS.352677",4290047,NA
"ACOT7",4290050,11332
"ADCK4",4290053,79934
"C17ORF60",4290056,284021
"SERTAD1",4290072,29950
"SRA1",4290075,10011
"MSRB3",4290088,253827
"CD99",4290097,4267
"CYP4F3",4290110,4051
"C1ORF172",4290114,126695
"MGC3196",4290132,79064
"C1ORF151",4290136,440574
"HIST2H2AA4",4290148,723790
"PRKAR2A",4290170,5576
"P8",4290189,26471
"SCRIB",4290196,23513
"IL24",4290201,11009
"HS.582550",4290220,NA
"LOC647054",4290224,647054
"GJC3",4290241,349149
"ARHGAP24",4290243,83478
"NUDT4",4290255,11163
"HS.542897",4290274,NA
"COLQ",4290288,8292
"C10ORF81",4290307,79949
"LTBP4",4290315,8425
"LOC100127974",4290326,100127974
"ANKRD20A1",4290364,84210
"HS.539516",4290372,NA
"HS.140841",4290392,NA
"COPS4",4290400,51138
"MSL2",4290402,55167
"CMTM7",4290403,112616
"BCL2L1",4290411,598
"DPYSL3",4290431,1809
"SIN3B",4290440,23309
"TASP1",4290445,55617
"HEPACAM2",4290465,253012
"LOC100133012",4290468,100133012
"PPP3CA",4290475,5530
"NCRNA00173",4290497,100287569
"BMPR1A",4290500,657
"TMPRSS12",4290504,283471
"TMED2",4290537,10959
"SNRPD3",4290544,6634
"C7ORF23",4290575,79161
"PTK9",4290592,5756
"TTLL6",4290601,284076
"FMO2",4290603,2327
"SLC44A1",4290605,23446
"ZBTB33",4290615,10009
"MEST",4290626,4232
"UBA2",4290632,10054
"LOC644690",4290634,644690
"LOC100133697",4290671,100133697
"NCLN",4290687,56926
"EYA2",4290706,2139
"NCRNA00113",4290719,54088
"SEPN1",4290722,57190
"CREB1",4290735,1385
"MAP2K2",4290736,5605
"CCR5",4290762,1234
"GPR125",4290767,166647
"LOC401242",4390017,401242
"PBRM1",4390020,55193
"LOC730153",4390021,730153
"MUC5B",4390026,727897
"LOC728809",4390053,728809
"LIN37",4390066,55957
"CCDC104",4390072,112942
"LAMC2",4390100,3918
"PRKAR1A",4390102,5573
"UNC84A",4390113,23353
"ADRM1",4390121,11047
"LOC100129553",4390167,100129553
"CEP152",4390176,22995
"AP2A1",4390180,160
"CXCR3",4390202,2833
"BCL2L11",4390241,10018
"CCDC9",4390255,26093
"LOC642744",4390270,642744
"RASSF7",4390273,8045
"LOC100131480",4390296,100131480
"TOB1",4390300,10140
"TRPV2",4390301,51393
"SDR42E1",4390326,93517
"PTN",4390328,5764
"GPD2",4390332,2820
"NBR1",4390347,4077
"UCP1",4390348,7350
"PARP6",4390360,56965
"LOC389049",4390367,389049
"AVIL",4390369,10677
"BNIPL",4390372,149428
"SPRY4",4390414,81848
"LOC100131721",4390424,100131721
"LOC285501",4390437,285501
"ARHGAP30",4390441,257106
"SGK",4390450,6446
"TRIM4",4390470,89122
"KCNMB2",4390471,10242
"RAB13",4390487,5872
"LOC100133913",4390500,100133913
"LOC441408",4390504,441408
"AGAP7",4390523,653268
"LOC100134357",4390544,100134357
"NSA2",4390546,10412
"FAM25C",4390551,644054
"RAB27A",4390561,5873
"NUCKS1",4390564,64710
"DFFA",4390576,1676
"PARL",4390594,55486
"CCDC14",4390612,64770
"OPN3",4390615,23596
"FGGY",4390647,55277
"DDX51",4390661,317781
"RBM19",4390673,9904
"PTPN1",4390703,5770
"HS.571297",4390719,NA
"BTBD1",4480008,53339
"SPAST",4480010,6683
"MAP2K1IP1",4480026,8649
"ERBB2IP",4480037,55914
"GCLM",4480053,2730
"RNF8",4480086,9025
"ASB9",4480091,140462
"CREB1",4480102,1385
"KCNJ10",4480110,3766
"PGM5",4480112,5239
"C4ORF46",4480121,201725
"LOC100134273",4480128,100134273
"LOC340549",4480138,340549
"OGN",4480152,4969
"LOC644153",4480154,644153
"SND1",4480162,27044
"LOC729086",4480170,729086
"HS.575095",4480195,NA
"CTAG1B",4480209,1485
"SRPRB",4480224,58477
"LOC728517",4480242,728517
"BRPF3",4480280,27154
"ISG20L1",4480288,64782
"DHCR24",4480341,1718
"FOLR2",4480364,2350
"TMEM60",4480368,85025
"STK24",4480373,8428
"PIM3",4480437,415116
"LOC654350",4480446,654350
"LYPLA1",4480451,10434
"SBSN",4480477,374897
"DLEU2",4480487,8847
"ZNF828",4480504,283489
"EDEM2",4480519,55741
"HLTF",4480520,6596
"PIK3CB",4480523,5291
"LOC100131139",4480528,100131139
"ADO",4480546,84890
"FOXO4",4480575,4303
"CHMP6",4480592,79643
"C20ORF127",4480600,140851
"RBM10",4480603,8241
"HS.559863",4480634,NA
"GALNT11",4480669,63917
"HS.579710",4480678,NA
"MIR886",4480685,100126299
"LOC732206",4480692,732206
"LOC653505",4480707,653505
"RASL12",4480731,51285
"HNRPUL2",4480736,221092
"LOC100134053",4480750,100134053
"NUP98",4480767,4928
"HIVEP3",4480768,59269
"DAAM1",4490010,23002
"TTC13",4490014,79573
"MXRA5",4490020,25878
"KIF21B",4490025,23046
"LRFN4",4490044,78999
"HS.26651",4490047,NA
"SNORD4A",4490048,26773
"IL10RA",4490053,3587
"UPK1B",4490068,7348
"DHRS9",4490079,10170
"LOC100133576",4490088,100133576
"LOC728257",4490092,728257
"CEP192",4490154,55125
"GAPDH",4490161,2597
"XAGE1D",4490162,9503
"GALNT6",4490164,11226
"LOC100129837",4490170,100129837
"RGS1",4490176,5996
"BEXL1",4490180,56271
"EGFL7",4490195,51162
"PROCA1",4490196,147011
"SCCPDH",4490220,51097
"COX8A",4490259,1351
"KLHDC5",4490273,57542
"HS.563400",4490291,NA
"COL5A2",4490292,1290
"HS.543896",4490301,NA
"ZNF586",4490315,54807
"SMPD3",4490324,55512
"PRR8",4490332,92454
"FAM184A",4490333,79632
"SMS",4490341,6611
"C9ORF6",4490348,54942
"ULBP2",4490356,80328
"KIF12",4490358,113220
"IQCB1",4490403,9657
"C5ORF43",4490408,643155
"LOC653663",4490441,653663
"ATP8B2",4490446,57198
"MIER1",4490452,57708
"DNMBP",4490465,23268
"HS.489952",4490468,NA
"SLC33A1",4490470,9197
"ANKRD20A1",4490484,84210
"LOC728931",4490487,728931
"ITGAX",4490500,3687
"EBI2",4490520,1880
"ACSS2",4490524,55902
"LY6G6D",4490544,58530
"HS.534913",4490575,NA
"LOC399900",4490594,399900
"LOC100129434",4490601,100129434
"RP9P",4490603,441212
"LOC100128842",4490619,100128842
"GPR20",4490653,2843
"HS.563340",4490670,NA
"MIF",4490671,4282
"LOC100131266",4490672,100131266
"TWIST1",4490673,7291
"LOC646067",4490674,646067
"GBGT1",4490687,26301
"HS.566395",4490707,NA
"FILIP1L",4490709,11259
"ZNF286C",4490711,729288
"SLC25A6",4490722,293
"RTP1",4490730,132112
"LOC100128374",4490746,100128374
"LOC644761",4490753,644761
"SNORA11",4490754,677799
"HS.526540",4490767,NA
"HS.182045",4490768,NA
"ACOX3",4540010,8310
"LOC92497",4540017,92497
"ATP5B",4540021,506
"LOC652657",4540035,652657
"C17ORF70",4540064,80233
"C16ORF75",4540072,116028
"TRIM69",4540095,140691
"LOC646920",4540110,646920
"RSRC2",4540139,65117
"HS.60257",4540161,NA
"ANAPC11",4540162,51529
"PACS1",4540164,55690
"SYTL4",4540184,94121
"LOC128322",4540209,128322
"FBXO2",4540215,26232
"PARD6A",4540240,50855
"TGM7",4540242,116179
"KRT16",4540246,3868
"HERC3",4540273,8916
"HS.543759",4540274,NA
"CDC42SE1",4540288,56882
"PYGB",4540326,5834
"RRBP1",4540327,6238
"RNF220",4540328,55182
"LOC100128469",4540343,100128469
"LSM2",4540349,57819
"UFM1",4540356,51569
"LOC400890",4540358,400890
"SMAGP",4540364,57228
"RAB7L1",4540370,8934
"FAM13A",4540376,10144
"ZC3HAV1",4540382,56829
"EIF4H",4540397,7458
"BEND5",4540398,79656
"HN1",4540435,51155
"LOC641768",4540441,641768
"HS.562980",4540445,NA
"OSTC",4540446,58505
"C11ORF70",4540465,85016
"FGD6",4540484,55785
"C1ORF201",4540537,90529
"GPR15",4540538,2838
"LOC651536",4540546,651536
"MSL3",4540561,10943
"FAM115A",4540600,9747
"VGLL1",4540619,51442
"GIT2",4540626,9815
"LRIG3",4540630,121227
"EIF4E2",4540632,9470
"G3BP2",4540647,9908
"LOC653857",4540670,653857
"ARSD",4540672,414
"PALM",4540682,5064
"ANKRD10",4540689,55608
"PDHB",4540725,5162
"CHCHD2",4540730,51142
"LOC642355",4540762,642355
"HELLS",4540768,3070
"CXCL12",4560020,6387
"C2ORF25",4560022,27249
"HS.554701",4560025,NA
"CD74",4560047,972
"GLB1",4560064,2720
"LOC401305",4560070,401305
"TUB",4560072,7275
"LOC648913",4560082,648913
"FNBP1L",4560092,54874
"HS.120287",4560102,NA
"ARMET",4560110,7873
"LGMN",4560129,5641
"LOC100134189",4560132,100134189
"LOC100133854",4560136,100133854
"SNORA30",4560138,677813
"CNOT6",4560139,57472
"KIAA0831",4560154,22863
"PDLIM7",4560164,9260
"SCAND1",4560170,51282
"CD44",4560193,960
"SNORA1",4560228,677792
"PTPLB",4560270,201562
"LOC649754",4560279,649754
"ERBB3",4560288,2065
"C1ORF150",4560291,148823
"LOC650034",4560292,650034
"HS.580290",4560296,NA
"ZCCHC11",4560300,23318
"FSCN1",4560328,6624
"SNHG11",4560332,128439
"NDUFA8",4560367,4702
"LOC641996",4560368,641996
"MAPK8",4560390,5599
"HS.127148",4560392,NA
"PCYOX1L",4560435,78991
"HS.121392",4560445,NA
"DPP3",4560484,10072
"MAPK8IP2",4560487,23542
"LOC441811",4560491,441811
"LOC400352",4560504,400352
"C2ORF54",4560519,79919
"HSPB7",4560523,27129
"MLKL",4560541,197259
"HS.539161",4560553,NA
"C20ORF24",4560554,55969
"LOC100129117",4560563,100129117
"SLIT2",4560592,9353
"LOC100129390",4560615,100129390
"HEPACAM2",4560619,253012
"LECT1",4560626,11061
"LOC402643",4560630,402643
"RBBP4",4560646,5928
"LOC728820",4560669,728820
"LOC392871",4560673,392871
"LOC402562",4560674,402562
"CENPO",4560682,79172
"MDK",4560717,4192
"EEF1G",4560719,1937
"LOC649886",4560725,649886
"XPO7",4560730,23039
"MAP2K3",4560739,5606
"CD96",4560743,10225
"RTKN2",4560747,219790
"ST13",4560762,6767
