"Gene","ILLUMINA_PROBE_ID","EntrezId"
"KIR3DL3",2100725,115653
"ATF2",2100735,1386
"HS.146586",2100739,NA
"RAPGEF4",2100753,11069
"COLEC12",2100767,81035
"HOXB4",2120008,3214
"NOL8",2120017,55035
"HS.545976",2120019,NA
"COL3A1",2120021,1281
"PIR",2120037,8544
"LOC440456",2120041,440456
"CYP1B1",2120053,1545
"HS.214235",2120056,NA
"LOC646630",2120066,646630
"MTMR4",2120068,9110
"EIF2AK2",2120079,5610
"LOC651302",2120082,651302
"KDM3B",2120086,51780
"HS.572246",2120095,NA
"DCDC2B",2120113,149069
"DYRK1A",2120114,1859
"C20ORF175",2120129,140876
"LCLAT1",2120148,253558
"LOC652624",2120164,652624
"FAM193B",2120193,54540
"TAOK2",2120195,9344
"ANKRD13A",2120224,88455
"HS.568589",2120228,NA
"ST8SIA4",2120243,7903
"LOC400657",2120280,400657
"POLE4",2120286,56655
"SFTA3",2120288,253970
"HS.370872",2120332,NA
"TANK",2120338,10010
"BTBD12",2120341,84464
"LOC441032",2120347,441032
"SCARNA21",2120370,677763
"C6ORF111",2120376,25957
"LOC100130561",2120377,100130561
"KIAA1211",2120398,57482
"ING5",2120433,84289
"LOC642393",2120435,642393
"HS.356079",2120450,NA
"MLPH",2120452,79083
"PKIG",2120463,11142
"HS.562889",2120477,NA
"LOC400836",2120487,400836
"LOC728802",2120497,728802
"SNX6",2120500,58533
"LOC649136",2120546,649136
"FLJ45032",2120554,643853
"LOC441711",2120563,441711
"LOC731528",2120575,731528
"SGPP2",2120612,130367
"LOC650657",2120632,650657
"CMTM4",2120634,146223
"PYROXD1",2120639,79912
"LOC645799",2120646,645799
"RAXL1",2120653,84839
"PCDHAC2",2120674,56134
"GPR89C",2120682,728932
"UBXN6",2120689,80700
"LOC645173",2120703,645173
"CETN2",2120707,1069
"PGBD3",2120709,267004
"SRPK2",2120731,6733
"RAG1AP1",2140008,55974
"LIMK2",2140020,3985
"HS.445179",2140025,NA
"ZC3H10",2140026,84872
"TNFSF13",2140040,8741
"FBXO17",2140047,115290
"GTF3C2",2140064,2976
"PRKAG1",2140066,5571
"COG8",2140070,84342
"MYO5B",2140088,4645
"HS.575812",2140110,NA
"HS.580572",2140114,NA
"BASP1",2140121,10409
"SCD",2140128,6319
"HS.563654",2140132,NA
"EMR2",2140136,30817
"BCKDHB",2140138,594
"BRWD2",2140139,55717
"CYB5A",2140154,1528
"SKI",2140164,6497
"THYN1",2140176,29087
"LOC732139",2140209,732139
"CDR2",2140228,1039
"CMTM7",2140239,112616
"CUX1",2140255,1523
"PRIM1",2140273,5557
"FLJ22662",2140288,79887
"MLL",2140349,4297
"ARPP19",2140368,10776
"NDUFA11",2140369,126328
"RPS29",2140370,6235
"ING5",2140376,84289
"CMAS",2140379,55907
"CALCOCO1",2140398,57658
"LOC92755",2140400,92755
"ZSCAN20",2140402,7579
"C8ORF76",2140403,84933
"CS",2140408,1431
"NXN",2140431,64359
"LOC391352",2140435,391352
"TMEM14E",2140437,645843
"INO80D",2140438,54891
"HS.372983",2140450,NA
"HS.72488",2140451,NA
"SLC37A1",2140463,54020
"PSMA2",2140470,5683
"LOC100128276",2140474,100128276
"DPP7",2140487,29952
"LOC646864",2140494,646864
"LOC389816",2140541,389816
"NPHS1",2140543,4868
"C6ORF138",2140561,442213
"UBE4B",2140563,10277
"CCR2",2140577,729230
"ARL15",2140605,54622
"HS.123396",2140608,NA
"TPM1",2140653,7168
"DBNL",2140671,28988
"WDR44",2140681,54521
"ZNF45",2140687,7596
"CLUL1",2140689,27098
"NARG1L",2140706,79612
"HSPA4",2140711,3308
"KIR2DL4",2140719,3805
"RALGDS",2140735,5900
"LOC442366",2140747,442366
"YWHAE",2140762,7531
"HS.524845",2140767,NA
"SIPA1",2140768,6494
"RACGAP1",2190010,29127
"ARNT",2190040,405
"HS.98462",2190041,NA
"FANCC",2190047,2176
"LOC651008",2190053,651008
"EIF3H",2190064,8667
"LOC133609",2190068,133609
"LOC642399",2190086,642399
"HS.538558",2190114,NA
"GBP1",2190148,2633
"PRSS23",2190184,11098
"NOP58",2190189,51602
"KIAA1128",2190224,54462
"AP1M1",2190241,8907
"TNFRSF6B",2190255,8771
"SCARA3",2190278,51435
"LOC100134011",2190279,100134011
"L3MBTL3",2190309,84456
"DIO2",2190326,1734
"CPNE2",2190338,221184
"AP1S1",2190341,1174
"WDR13",2190364,64743
"TNRC18",2190367,27320
"NCOA1",2190390,8648
"CDC25B",2190392,994
"LOC100130178",2190398,100130178
"DNAJC18",2190400,202052
"HPS3",2190403,84343
"WNK3",2190431,65267
"SMPD2",2190437,6610
"LOC729200",2190441,729200
"PIM3",2190452,415116
"ADCY6",2190463,112
"DNM3",2190475,26052
"RNF183",2190524,138065
"ASB7",2190528,140460
"GATS",2190541,352954
"LOC388654",2190546,388654
"LOC728602",2190551,728602
"FZD6",2190553,8323
"ZC3HAV1L",2190554,92092
"BRD9",2190563,65980
"FAM160B2",2190564,64760
"LOC391019",2190630,391019
"MGC52498",2190646,348378
"ANKRD56",2190673,345079
"IGFBP5",2190674,3488
"HS.561307",2190682,NA
"ZNF434",2190687,54925
"OSBPL5",2190689,114879
"DNAJC15",2190707,29103
"ASAP3",2190709,55616
"RASA2",2190725,5922
"NPR2",2190731,4882
"LOC100128260",2190746,100128260
"LOC100128667",2190768,100128667
"CDKAL1",2230020,54901
"PHF14",2230025,9678
"KLF5",2230026,688
"NAG18",2230037,57051
"LOC653450",2230041,653450
"DOCK9",2230044,23348
"CACNA1B",2230050,774
"NAT12",2230059,122830
"SNORD108",2230066,338427
"HS.539244",2230092,NA
"HS.171274",2230093,NA
"LOC650037",2230110,650037
"TANK",2230113,10010
"PRRG4",2230114,79056
"CLUAP1",2230129,23059
"LOC283155",2230154,283155
"RTN4",2230161,57142
"LOC653773",2230167,653773
"DACH1",2230184,1602
"FKRP",2230189,79147
"TARBP1",2230201,6894
"CXORF45",2230215,79868
"GUCY1B3",2230259,2983
"CABP5",2230278,56344
"TOP1P2",2230279,7152
"LOC388438",2230280,388438
"HS.544434",2230291,NA
"ORC6L",2230296,23594
"ZNF561",2230300,93134
"LOC730038",2230307,730038
"DEFA5",2230341,1670
"RABIF",2230343,5877
"OGDH",2230356,4967
"HS.540162",2230364,NA
"CERK",2230367,64781
"C4ORF34",2230376,201895
"SIKE",2230392,80143
"TXNRD2",2230397,10587
"GNB5",2230408,10681
"SMEK2",2230411,57223
"RBM25",2230424,58517
"LOC440508",2230435,440508
"MRPL11",2230452,65003
"PGBD2",2230465,267002
"NHP2L1",2230491,4809
"LRRN3",2230538,54674
"CCDC16",2230541,91603
"USP32",2230553,84669
"LOC642267",2230575,642267
"REL",2230592,5966
"IGFALS",2230598,3483
"LOC645676",2230608,645676
"LOC100132139",2230612,100132139
"LOC100133049",2230639,100133049
"C2ORF37",2230653,80067
"LOC283788",2230669,283788
"KIAA1919",2230670,91749
"LOC652463",2230672,652463
"CCDC5",2230681,115106
"LOC389816",2230685,389816
"DEADC1",2230722,134637
"LOC728031",2230725,728031
"SRBD1",2230730,55133
"BACE2",2230731,25825
"WHSC1",2230739,7468
"PLA2G4D",2230754,283748
"LOC100133506",2230762,100133506
"LOC647336",2260017,647336
"LOC644035",2260026,644035
"LOC149501",2260037,149501
"C19ORF28",2260039,126321
"PSD3",2260050,23362
"LOC128192",2260053,128192
"EIF1AX",2260056,1964
"RAD51C",2260059,5889
"CLIP1",2260066,6249
"KRT18P28",2260068,343326
"MTERF",2260070,7978
"HCST",2260113,10870
"C20ORF56",2260114,140828
"NUPL1",2260121,9818
"MS4A6A",2260129,64231
"PLCG1",2260131,5335
"HDDC2",2260132,51020
"RPS6KA3",2260133,6197
"RHOF",2260148,54509
"LOC731640",2260168,731640
"SRFBP1",2260176,153443
"FOXI3",2260184,344167
"LOC392437",2260196,392437
"LOC730101",2260239,730101
"LPAR5",2260241,57121
"TWIST2",2260242,117581
"LOC100129411",2260273,100129411
"RPPH1",2260309,85495
"HS.572752",2260315,NA
"SPINK1",2260326,6690
"MIR1974",2260349,100302207
"WDR25",2260370,79446
"LOC100133599",2260390,100133599
"TSC1",2260398,7248
"LOC642393",2260402,642393
"REG1P",2260440,5969
"LOC100130746",2260441,100130746
"CACNB4",2260446,785
"RAD1",2260450,5810
"HS.565250",2260452,NA
"MIR202",2260463,574448
"ABLIM2",2260471,84448
"C1ORF25",2260521,81627
"ARHGAP24",2260538,83478
"INTS1",2260541,26173
"RAD21",2260551,5885
"HS.98960",2260575,NA
"COX7B",2260576,1349
"KRTAP10-11",2260594,386678
"CHPT1",2260600,56994
"RNF145",2260603,153830
"ZNF304",2260612,57343
"PRPF3",2260615,9129
"MIB2",2260619,142678
"WDR79",2260630,55135
"SNRNP27",2260632,11017
"PKP2",2260646,5318
"WDR23",2260672,80344
"LOC100132289",2260674,100132289
"LOC442232",2260681,442232
"FAM90A18",2260707,441326
"FLJ42291",2260719,346547
"MGAM",2260725,8972
"GSTO2",2260730,119391
"FLJ20309",2260736,54891
"TNFRSF10C",2260746,8794
"HRK",2260747,8739
"LOC648230",2260762,648230
"RIF1",2320008,55183
"IL13",2320017,3596
"HS.513842",2320019,NA
"TAS1R2",2320021,80834
"HS.551307",2320022,NA
"NFIA",2320047,4774
"VMAC",2320050,400673
"SAP30L",2320053,79685
"RASSF6",2320056,166824
"GOLPH3",2320068,64083
"NME4",2320079,4833
"PIGY",2320093,84992
"FAM73A",2320097,374986
"ATP6V0E1",2320110,8992
"KLF13",2320114,51621
"RPS27A",2320139,6233
"PYCR1",2320161,5831
"BAGE",2320184,574
"PTP4A2",2320189,8073
"OPLAH",2320204,26873
"NUP210",2320215,23225
"FBXO38",2320224,81545
"REEP6",2320273,92840
"ZC3H18",2320279,124245
"JARID2",2320286,3720
"GLUD1",2320289,2746
"MGC87895",2320291,644068
"KCNK17",2320296,89822
"LOC100131835",2320301,100131835
"CEP250",2320307,11190
"C21ORF59",2320324,56683
"ACSL5",2320332,51703
"CLCN3",2320348,1182
"VASP",2320356,7408
"SLC39A8",2320358,64116
"NDUFA13",2320367,51079
"LOC728175",2320386,728175
"LOC653105",2320390,653105
"C12ORF65",2320392,91574
"HS.541587",2320397,NA
"SLC25A13",2320400,10165
"CCDC24",2320402,149473
"HS.156773",2320431,NA
"ATRN",2320433,8455
"ARHGEF7",2320445,8874
"ZNF626",2320482,199777
"LOC653314",2320494,653314
"LOC285941",2320538,285941
"SNORA15",2320543,677803
"RPSA",2320544,3921
"DNM1",2320546,1759
"TSPAN2",2320575,10100
"RBM47",2320576,54502
"SSR2",2320577,6746
"ZNF830",2320593,91603
"HS.571223",2320594,NA
"SLC7A6OS",2320601,84138
"FAM167A",2320615,83648
"FLRT3",2320626,23767
"HS.504036",2320646,NA
"ARMCX3",2320647,51566
"LOC728820",2320672,728820
"ZNF397",2320673,84307
"EPN2",2320681,22905
"HS.565303",2320687,NA
"LOC729236",2320709,729236
"DENND3",2320722,22898
"LOC100133200",2320725,100133200
"CASP6",2320730,839
"LOC729324",2320731,729324
"PIAS2",2320735,9063
"HS.565151",2320739,NA
"LOC100128086",2320743,100128086
"LOC401222",2320746,401222
"MRVI1",2320750,10335
"PMS2L11",2320754,441263
"LDHD",2340021,197257
"LOC644464",2340035,644464
"SNUPN",2340040,10073
"CCNL2",2340047,81669
"FAM108B1",2340056,51104
"IFRD1",2340082,3475
"TCEB1",2340092,6921
"FLJ43080",2340102,642987
"HS.561786",2340136,NA
"LOC100133673",2340138,100133673
"TFDP2",2340170,7029
"TAGLN2",2340180,8407
"LOC728207",2340195,728207
"LOC728650",2340202,728650
"KLF6",2340215,1316
"LOC644207",2340224,644207
"IMPA2",2340241,3613
"LOC100134743",2340242,100134743
"LOC339483",2340300,339483
"LOC23117",2340307,23117
"FNDC1",2340309,84624
"LOC646766",2340326,646766
"CD320",2340327,51293
"LSM14A",2340328,26065
"SRGAP2L",2340332,647135
"LOC100128554",2340333,100128554
"AGTPBP1",2340347,23287
"KLHDC10",2340348,23008
"MRFAP1",2340372,93621
"LOC645620",2340379,645620
"MRAP2",2340390,112609
"MELK",2340392,9833
"LOC284393",2340400,284393
"PPP4R4",2340402,57718
"MIR1256",2340411,100302155
"SAMD11",2340431,148398
"LOC729859",2340437,729859
"SLC22A18AS",2340441,5003
"MBD1",2340445,4152
"SPRN",2340458,503542
"LOC642741",2340471,642741
"SERF1B",2340474,728492
"TTC39B",2340477,158219
"RDH11",2340494,51109
"LOC648050",2340504,648050
"C17ORF61",2340521,254863
"ALG14",2340524,199857
"GNRH1",2340553,2796
"LRRC1",2340575,55227
"AQP10",2340577,89872
"CCDC91",2340594,55297
"ATRX",2340600,546
"AMMECR1",2340601,9949
"INADL",2340632,10207
"UBN2",2340653,254048
"HS.546105",2340669,NA
"MAEA",2340671,10296
"PTPRE",2340673,5791
"RARRES1",2340681,5918
"UHMK1",2340682,127933
"LOC100133372",2340703,100133372
"ZMYM3",2340709,9203
"NOMO2",2340711,283820
"TINAG",2340717,27283
"CPA3",2340743,1359
"LOC643815",2340746,643815
"FEZ1",2350019,9638
"LOC650463",2350040,650463
"LIPC",2350044,3990
"GFPT1",2350053,2673
"HS.557039",2350070,NA
"LOC729966",2350075,729966
"FAM86A",2350086,196483
"LPXN",2350091,9404
"NAT1",2350095,9
"SEPT13",2350110,641977
"GJA9",2350114,81025
"SLIC1",2350128,124460
"NCRNA00085",2350156,147650
"SCN9A",2350168,6335
"GBP3",2350189,2635
"MRE11A",2350195,4361
"LOC284948",2350202,284948
"EXOC4",2350215,60412
"WDR5B",2350228,54554
"LOC644248",2350240,644248
"ZNF716",2350242,441234
"FMO5",2350243,2330
"TMEM44",2350279,93109
"CDK2",2350286,1017
"HS.552008",2350288,NA
"DCTN1",2350315,1639
"LOC647099",2350327,647099
"RPF2",2350368,84154
"LOC100128202",2350376,100128202
"TNNT1",2350379,7138
"YES1",2350397,7525
"TRIM34",2350414,53840
"SNRNP48",2350438,154007
"MAP4K5",2350451,11183
"LOC100132843",2350463,100132843
"RPL29",2350465,6159
"SENP7",2350468,57337
"ZNF343",2350471,79175
"ECGF1",2350504,1890
"HS.574590",2350528,NA
"RPS6KB2",2350538,6199
"EID2B",2350543,126272
"MPHOSPH10",2350563,10199
"HOXB3",2350575,3213
"LOC100129194",2350577,100129194
"UBXN8",2350594,7993
"DUXAP3",2350603,503632
"ATXN7L1",2350615,222255
"CENPQ",2350630,55166
"LOC652620",2350634,652620
"DKFZP686E2433",2350646,345462
"ZNF542",2350653,147947
"HK1",2350678,3098
"LOC100132771",2350689,100132771
"HS.337087",2350692,NA
"TRAF7",2350706,84231
"OR2A20P",2350707,401428
"HS.542481",2350743,NA
"ABLIM3",2350747,22885
"FBXO34",2350754,55030
"C12ORF5",2350762,57103
"HS.577816",2360017,NA
"FADS1",2360020,3992
"RAB24",2360022,53917
"SNORD98",2360041,692211
"LOC100134537",2360082,100134537
"LOC100129026",2360092,100129026
"TNFRSF10B",2360095,8795
"LOC653308",2360110,653308
"NIPBL",2360112,25836
"LOC389523",2360114,389523
"MTL5",2360121,9633
"C17ORF81",2360131,23587
"ATP6V0C",2360138,527
"LOC645899",2360139,645899
"HS.561759",2360142,NA
"COMP",2360148,1311
"KLRC2",2360164,3822
"FARSA",2360167,2193
"GTF2F2",2360184,2963
"DOCK1",2360196,1793
"ACER3",2360228,55331
"FGFR1OP",2360255,11116
"SLC16A14",2360273,151473
"UBTD2",2360274,92181
"MOBKL1B",2360292,55233
"FBXO46",2360328,23403
"THRAP5",2360338,10025
"FSTL3",2360356,10272
"IPF1",2360372,3651
"HS.564153",2360373,NA
"SLC24A6",2360376,80024
"LOC100130229",2360390,100130229
"SLC25A28",2360392,81894
"HS.581293",2360398,NA
"MANEA",2360411,79694
"INADL",2360435,10207
"GRIP2",2360438,80852
"NHP2L1",2360445,4809
"HS.547551",2360450,NA
"MAN1A2",2360477,10905
"NARF",2360491,26502
"HS.485155",2360494,NA
"HS.563827",2360497,NA
"USP12",2360521,219333
"MCM7",2360528,4176
"LOC100130179",2360543,100130179
"ALDH1A3",2360551,220
"NSUN7",2360563,79730
"LOC643224",2360576,643224
"C1ORF31",2360598,388753
"C12ORF30",2360601,80018
"GPR175",2360626,131601
"CEACAM5",2360632,1048
"MIRLET7C",2360634,406885
"HHAT",2360639,55733
"HNRNPM",2360669,4670
"ANKLE2",2360671,23141
"TNFRSF19",2360672,55504
"GOSR1",2360673,9527
"PSMB6",2360682,5694
"HS.396491",2360703,NA
"TOM1",2360706,10043
"LUZP6",2360736,767558
"LOC642131",2360739,642131
"LOC728086",2360750,728086
"LSM14B",2360754,149986
"U2AF2",2360768,11338
"HS.566199",2370008,NA
"GZMH",2370010,2999
"MCM8",2370017,84515
"ZNF568",2370019,374900
"LOC642255",2370037,642255
"LRRN3",2370041,54674
"ASGR1",2370064,432
"RUNDC2C",2370070,440352
"HIATL1",2370082,84641
"STXBP6",2370092,29091
"COMMD4",2370093,54939
"ZDHHC11",2370097,79844
"LOC441013",2370114,441013
"DIRC2",2370128,84925
"DERL1",2370129,79139
"ZBTB10",2370131,65986
"HS.538387",2370133,NA
"HS.473191",2370168,NA
"HS.537603",2370181,NA
"HS.545338",2370189,NA
"CCNC",2370204,892
"LOC652003",2370215,652003
"AKAP7",2370220,9465
"CCDC65",2370228,85478
"RAET1E",2370253,135250
"ALDH18A1",2370255,5832
"TECR",2370259,9524
"ARRDC5",2370270,645432
"LOC651022",2370315,651022
"TRIM68",2370328,55128
"FZR1",2370338,51343
"SYDE1",2370348,85360
"ZNF452",2370349,114821
"HS.287720",2370369,NA
"RASSF6",2370370,166824
"HS.575696",2370372,NA
"EGR3",2370373,1960
"LOC440309",2370379,440309
"LOC646139",2370400,646139
"C14ORF167",2370402,55449
"C16ORF42",2370414,115939
"CCDC74B",2370424,91409
"A2M",2370438,2
"RNF121",2370445,55298
"HS.403584",2370452,NA
"HS.132376",2370470,NA
"HS.544379",2370477,NA
"TTPAL",2370504,79183
"HS.539714",2370519,NA
"LOC652298",2370524,652298
"HS.574671",2370528,NA
"KRCC1",2370538,51315
"KRT78",2370564,196374
"GATAD2B",2370576,57459
"GSTA5",2370594,221357
"FLJ10374",2370601,55702
"ZNF155",2370603,7711
"LRRC3B",2370612,116135
"TAF8",2370615,129685
"LOC646855",2370619,646855
"PDK1",2370630,5163
"MMP11",2370632,4320
"LOC151457",2370634,151457
"C6ORF150",2370639,115004
"COX6B2",2370653,125965
"C1R",2370670,715
"ANKRD7",2370672,56311
"BBX",2370703,56987
"HS.319053",2370717,NA
"HSP90AB4P",2370730,664618
"FBXO18",2370739,84893
"SNORD56",2450020,26793
"TMEM81",2450022,388730
"PRLR",2450025,5618
"LOC729369",2450044,729369
"CASZ1",2450047,54897
"ZNF614",2450053,80110
"NFE2L2",2450064,4780
"LOC440345",2450070,440345
"MUC4",2450072,4585
"C21ORF91",2450088,54149
"LOC644111",2450091,644111
"VCP",2450093,7415
"MGC5139",2450095,84747
"ZMIZ1",2450131,57178
"PSMG1",2450136,8624
"MST4",2450152,51765
"XBP1",2450156,7494
"RPL29",2450167,6159
"LOC649571",2450168,649571
"HINFP",2450192,25988
"ABCC4",2450201,10257
"RNF148",2450241,378925
"MPPED1",2450243,758
"OSBPL5",2450246,114879
"PSORS1C1",2450270,170679
"LOC645217",2450273,645217
"ANKRD43",2450274,134548
"CICK0721Q.1",2450279,729727
"ZCCHC17",2450280,51538
"DHX33",2450286,56919
"SGCD",2450327,6444
"SDHALP1",2450332,255812
"LOC647797",2450333,647797
"TUSC1",2450338,286319
"CKS1B",2450358,1163
"C20ORF30",2450398,29058
"RASGRP3",2450400,25780
"NKG7",2450427,4818
"HS.568741",2450435,NA
"LOC100132402",2450475,100132402
"ZNF682",2450477,91120
"LOC642156",2450497,642156
"LOC645630",2450519,645630
"LOC100129623",2450523,100129623
"HSP90AB2P",2450575,391634
"SF3B1",2450603,23451
"ACO1",2450608,48
"POLR3H",2450634,171568
"TSC22D1",2450639,8848
"HS.544713",2450673,NA
"DNAJC1",2450678,64215
"LOC732172",2450682,732172
"DGKD",2450706,8527
"BLM",2450717,641
"EBF4",2450730,57593
"HS.126108",2450736,NA
"NHLRC3",2450753,387921
"IKBKE",2450762,9641
"ZSCAN2",2450768,54993
"HS.583274",2470010,NA
"LILRB3",2470017,11025
"TNPO1",2470020,3842
"SLC48A1",2470021,55652
"KRAS",2470050,3845
"MTMR14",2470068,64419
"TBL1X",2470070,6907
"ZNF207",2470079,7756
"SLCO3A1",2470092,28232
"CCNDBP1",2470097,23582
"LOC100132992",2470112,100132992
"EFHB",2470113,151651
"COL6A3",2470114,1293
"ZNF479",2470121,90827
"LOC100131009",2470138,100131009
"ZFP82",2470142,284406
"MUC12",2470156,10071
"PLEKHF1",2470161,79156
"LILRA5",2470162,353514
"MGC22014",2470180,200424
"ADAMDEC1",2470184,27299
"CS",2470187,1431
"MGAT5B",2470195,146664
"NDST1",2470215,3340
"SRGAP1",2470220,57522
"ZDHHC2",2470243,51201
"TSPAN6",2470255,7105
"FBXO18",2470259,84893
"LOC391142",2470274,391142
"HS.564967",2470289,NA
"TP53TG5",2470315,27296
"LOC646154",2470326,646154
"AP1B1",2470327,162
"HOXB7",2470328,3217
"TBPL1",2470333,9519
"KLHL6",2470338,89857
"PRSS33",2470364,260429
"DEXI",2470386,28955
"DPP6",2470398,1804
"RUFY2",2470402,55680
"MAP3K7IP2",2470408,23118
"LOC222967",2470435,222967
"LOC653853",2470440,653853
"ZNF23",2470446,7571
"HS.575583",2470450,NA
"TRAF2",2470465,7186
"RNASEK",2470484,440400
"FRG1",2470519,2483
"RBMS1",2470520,5937
"LYPD3",2470524,27076
"LOC642250",2470541,642250
"UBE2MP1",2470564,606551
"ZCWPW1",2470577,55063
"KATNAL1",2470600,84056
"IL1RN",2470601,3557
"LLGL1",2470608,3996
"SLC39A11",2470609,201266
"AKT1",2470619,207
"LOC100127951",2470630,100127951
"PBX3",2470634,5090
"ZNF629",2470692,23361
"SCARNA9L",2470703,100158262
"RTN3",2470719,10313
"TDRD1",2470722,56165
"HS.99472",2470730,NA
"KMO",2470743,8564
"BBS4",2470753,585
"ZNF135",2470768,7694
"SULT1A2",2480014,6799
"ACP2",2480025,53
"FLJ22222",2480026,79701
"CMTM8",2480037,152189
"ANKRD19",2480040,138649
"LOC148430",2480041,148430
"CXORF40A",2480048,91966
"SOX7",2480050,83595
"C20ORF199",2480064,441951
"CD63",2480068,967
"ZRSR2",2480070,8233
"SLC22A16",2480072,85413
"ATF7IP2",2480075,80063
"CCL22",2480092,6367
"TMPRSS3",2480095,64699
"LOC100132532",2480097,100132532
"C2ORF88",2480100,84281
"DSCAM",2480112,1826
"XIAP",2480121,331
"FBXO21",2480128,23014
"LOC554203",2480132,554203
"LOC645574",2480133,645574
"HIBADH",2480136,11112
"RFNG",2480152,5986
"ZNF584",2480156,201514
"VHL",2480170,7428
"NXNL1",2480180,115861
"SESN3",2480192,143686
"LOC283588",2480193,283588
"NOS3",2480195,4846
"ADAMTS8",2480239,11095
"ATP6V1C1",2480241,528
"LOC440122",2480246,440122
"SORL1",2480274,6653
"LOC648921",2480286,648921
"SNRPN",2480291,6638
"SUGT1",2480296,10910
"KIAA0492",2480309,57238
"HSP90B1",2480326,7184
"THOC3",2480328,84321
"LOC643216",2480356,643216
"DPP7",2480364,29952
"ELMOD2",2480373,255520
"LOC387841",2480379,387841
"FAM27L",2480398,284123
"HS.544692",2480408,NA
"PLCG2",2480424,5336
"ONECUT2",2480431,9480
"C3ORF64",2480440,285203
"GALM",2480450,130589
"MYF5",2480452,4617
"CYB561",2480465,1534
"RANBP10",2480468,57610
"SLC25A11",2480475,8402
"ZSWIM3",2480482,140831
"STX6",2480487,10228
"DUSP13",2480523,51207
"TIGIT",2480541,201633
"EFNA2",2480543,1943
"KCNMB1",2480544,3779
"GJA4",2480546,2701
"ZNF167",2480564,55888
"RHOT1",2480576,55288
"HDAC9",2480605,9734
"LOC727950",2480608,727950
"HS.527876",2480609,NA
"DCTD",2480612,1635
"ARPM1",2480615,84517
"LOC116412",2480647,116412
"RBM4",2480681,5936
"FLJ22531",2480682,79703
"LOC100131726",2480685,100131726
"TOM1L2",2480687,146691
"PRSS12",2480692,8492
"ADCK5",2480709,203054
"LOC285176",2480711,285176
"UBE2T",2480722,29089
"PCTK1",2480725,5127
"NARG2",2480731,79664
"GPR179",2480736,440435
"PPP1R8",2480747,5511
"DHFRL1",2480768,200895
"ZC3H12A",2490017,80149
"HS.561365",2490025,NA
"C21ORF66",2490044,94104
"SLC25A26",2490053,115286
"LOC643901",2490056,643901
"CD2BP2",2490066,10421
"PLEKHH1",2490068,57475
"HS.562528",2490102,NA
"CD248",2490113,57124
"SIK2",2490128,23235
"LOC100134331",2490132,100134331
"C19ORF35",2490142,374872
"CLEC2B",2490161,9976
"LOC644667",2490164,644667
"MAGEH1",2490168,28986
"FLJ20628",2490170,55006
"QTRTD1",2490204,79691
"PTPRE",2490240,5791
"PINK1",2490259,65018
"TBC1D10B",2490278,26000
"ARRB1",2490288,408
"MYO19",2490324,80179
"LOC100129742",2490341,100129742
"LOC727913",2490358,727913
"LUM",2490364,4060
"ZNF644",2490369,84146
"PLAC8",2490372,51316
"ALPPL2",2490376,251
"C17ORF71",2490377,55181
"RPL34",2490379,6164
"USP14",2490382,9097
"C14ORF104",2490408,55172
"ITGB5",2490411,3693
"BDH1",2490437,622
"LOC645385",2490445,645385
"LOC91561",2490450,91561
"LOC644284",2490451,644284
"GAA",2490452,2548
"SH2D3C",2490475,10044
"LOC100128519",2490528,100128519
"TNFRSF1B",2490537,7133
"MIR1282",2490543,100302254
"FAM132A",2490563,388581
"HS.31961",2490564,NA
